ROUTEID,TRANSID,INCEPTADDR,SENDPOS
7,4551,厦门市湖里区殿前街道殿前3042号,厦门湖里区家珍西医内科诊所
7,4552,厦门市湖里区殿前街道殿前3042号,厦门湖里区家珍西医内科诊所
7,4247,湖里街道兴隆路27号,厦门信达股份有限公司卫生所
7,4248,湖里街道兴隆路27号,厦门信达股份有限公司卫生所
7,4311,厦门市湖里区华泰路A幢二层,湖里公司
7,4312,厦门市湖里区华泰路A幢二层,湖里公司
7,4318,厦门市湖里华泰路A幢二层,湖里公司
7,4320,厦门市湖里华泰路A幢二层,湖里公司
7,4327,,指定地点
7,4331,厦门市湖里华泰路A幢二层,湖里公司
7,4332,厦门市湖里华泰路A幢二层,湖里公司
7,4544,,湖里公司
7,4543,1090108,湖里公司
7,4683,,湖里分院仓库
7,4684,,湖里分院供应室
7,4685,,湖里分院急诊科
7,4845,*厦门市湖里区五通工业区9号五楼A区西侧II单元,厦门仁心红药房有限公司
7,5065,华泰路3号A栋2层,湖里公司
7,5066,华泰路3号A栋2层,湖里公司
7,6787,厦门市翔安区舫阳西路11-29号生产车间(一期)第三层之五单元 11,美信德善堂
7,6793,厦门市翔安区舫阳西路11-29号生产车间(一期)第三层之五单元 11,美信德善堂
7,7776,湖里分院外科,湖里分院外科
7,7777,湖里分院妇产科,湖里分院妇产科
7,7778,湖里分院骨科,湖里分院骨科
7,7785,,湖里分院仓库
7,7786,,湖里分院供应室
7,7787,,湖里分院急诊科
7,8099,厦门市湖里区湖里大道56号第二层S1单元、第九层S1单元东侧,厦门绿金谷国际健康产业股份有限公司(股份厦门)
7,8103,厦门市湖里区湖里大道43号东四层,公司总部
7,8161,华泰路3号A栋2层,湖里公司
7,7736,厦门市湖里区华昌路72号,中山医院湖里分院
7,7772,湖里分院检验科,湖里分院检验科
7,7773,湖里分院皮肤科,湖里分院皮肤科
7,7774,湖里分院内科,湖里分院内科
7,9828,5207878厦门市湖里区南山路403号 ,
7,9830,厦门市湖里区南山路403号 ,
7,9847,湖里区殿前街道殿前菜市场6号,厦门湖里同济门诊部
7,9848,湖里区殿前街道殿前菜市场6号,厦门湖里同济门诊部
7,9366,厦门市湖里区华泰路3号A幢五层A单元,NP厦门鹭燕大药房有限公司
7,9387,厦门市湖里区华泰路3号A幢五层A单元,厦门鹭燕大药房有限公司
7,10354,,厦门晖晟
7,10195,51676厦门市湖里区安岭路1002号五层,鹭燕(福建)药业股份有限公司
7,10196,"厦门市湖里区华泰路3号A幢五层A单元
",鹭燕(福建)药业股份有限公司
7,12020,"厦门市集美区灌南工业区安仁大道1599号
",厦门鹭燕
7,12667,湖里区华泰路3号,股份门市部
7,12668,湖里区华泰路3号,股份门市部
7,12902,厦门市湖里区殿前社区5149-101号 ,殿前分店
7,12903,湖里区华泰路3号A栋一层,东明分店
7,12908,厦门市湖里区殿前社2534-2-104号,高殿分店
7,13134,厦门市湖里区宜宾路92-98号,厦门市儿童医院
7,14175,华泰路3号,湖里公司
7,14218,厦门现代物流园区长虹路33号四层B单元,5楼仓库
7,12880,湖里区湖里北片144号之三,兴港分店
7,12953,,指定地点
7,14278,华泰路3号,湖里公司
7,12816,厦门市湖里区嘉园路82号之六,怡景分店
7,12819,湖里区殿前社4036-101号,殿东分店
7,12824,厦门市湖里区宜宾路58号之2店面,宜宾路分店
7,13119,湖里区宜宾路92-98号儿童医院,门诊3楼
7,13417,湖里区华泰路3号A栋一层,东明二店
7,14433,湖里长虹路330号之二,厦门市湖里区延康药店
7,12995,,指点地点
7,13154,湖里区嘉园路121号之三,大地双语民办幼儿园
7,13278,门市部湖里,湖里区
7,12833,厦门市湖里区寨上社2235-104号、2235-105号,寨上分店
7,19236,厦门市湖里区海天路102-4号,海天路分店
7,19256,湖里区宜宾路92-98号儿童医院,儿童医院
7,20338,货票送湖里区湖里大道45号二层,厦门市绿茵
7,18586,湖里区宜宾路92-98号儿童医院,门诊3楼
7,31532,,指点地点
7,31533,厦门市同安区美禾三路200号之一,福建国大药房连锁有限公司
7,31535,厦门现代物流园区长虹路33号四层B单元,5楼仓库
7,31536,厦门现代物流园区长虹路33号二层夹层B单元五楼,燕来福
7,21802,厦门市湖里区殿前新禾工业园7号第4A层,厦门宏仁堂药业有限公司（股份厦门）
7,22103,厦门市湖里区华泰路88号第五层西侧之一,厦门文灶药店连锁有限公司
7,23942,厦门市湖里区悦华路143号之一6楼,仓库
7,24428,门诊部1楼,儿童医院   药库 
7,24486,*厦门市湖里区殿前新禾工业园7号第4A层,仓库
7,25510,皮肤科  5楼 ,"皮肤科  5楼
"
7,25573,厦门市湖里区湖里大道6-8号2A单元西2Q区,仓库
7,28192,,指定地点
7,17591,厦门市湖里区宜宾路92-98号,厦门市儿童医院
7,26910,湖里区殿前街道寨上1272号,厦门湖里凯华西医内科诊所
7,24993,厦门市湖里区宜宾路92-98号,厦门市儿童医院门诊药房
7,31235,厦门市湖里区华昌路72号,中山医院湖里分院
7,28470,厦门市湖里区寨上一组1012号之一,厦门市湖里区群康堂药店
7,30504,厦门市湖里区南山路105-1号、105-106号二楼,厦门湖里瑞来春堂中医门诊部有限公司
7,30518,湖里街道嘉园路111号之一,厦门湖里齐安芙蓉苑门诊部
7,30598,厦门市湖里区高殿村前社三组（第七层）东侧,厦门市聚德堂药业有限公司
7,30710,思明区禾祥西路4号10A-2室,福建省百泰医药有限公司
7,30759,厦门现代物流园区长虹路33号四层B单元,5楼仓库
7,30760,厦门现代物流园区长虹路33号二层夹层B单元五楼,仓库
7,30761,厦门现代物流园区长虹路33号二层夹层B单元五楼,(燕来福)福建国大药房连锁有限公司
7,30762,福建省厦门市湖里区长虹路33号象屿工业厂房B栋4层,福建国大药房连锁有限公司
7,30767,厦门市湖里区湖里大道54号第三层S1单元之二,厦门市德丰堂药业有限公司
7,30889,厦门现代物流园区长虹路33号二层夹层B单元五楼,仓库
7,30950,厦门现代物流园区长虹路33号二层夹层B单元五楼,海峡两岸
7,31018,湖里区湖里街道湖里大道80号,（燕来福）厦门湖里华兴医院
7,31019,湖里街道嘉园路111号之一,海峡两岸
7,31026,厦门市湖里区湖里大道56号S1单元二楼,药库
7,31027,厦门市湖里区湖里大道6-8号5A单元东侧A-F,三明
7,31033,厦门市思明区将军祠路28号综合仓库18号楼三楼02单元,仓库
7,31061,厦门市湖里区华昌路60号之一,仓库
7,31063,厦门市湖里区湖里街南片81号,仓库
7,31064,厦门市湖里区殿前社4107号,药房
7,31065,厦门市湖里区寨上2032号,药店
7,31116,厦门市湖里区湖里大道43号4A东侧,三明
7,31203,厦门市湖里区湖里大道6-8号,燕来福
7,31205,厦门市湖里区湖里大道6-8号2A单元西2Q区,仓库
7,31225,厦门市湖里区殿前五组综合楼二层3号店面,海峡两岸
7,24972,厦门市湖里区宜宾路92-98号,厦门市儿童医院药库
7,30245,厦门市湖里区湖里大道6-8号,燕来福（厦门湖里瑞来春中医门诊部）
7,30246,湖里区湖里街道湖里大道6-8号2A单元二层E区,厦门湖里瑞来春中医门诊部
7,30691,海天路53号,厦门市湖里区湖里街道社区卫生服务中心（海天点）
7,33910,海天路53号,湖里社区海天点药房
7,23782,厦门市湖里区高殿村殿前社三组冠华大厦7楼东侧,厦门德众堂药房有限公司（股份厦门）
7,30591,厦门市湖里区宜宾路92-98号,厦门市儿童医院(复旦大学附属儿科医院厦门分院)
7,34493,厦门市湖里区宜宾路92-98号,厦门市儿童医院
7,34494,安岭路1002号,公司
7,34495,"厦门市湖里区宜宾路92-98号儿童医院   药库
",儿童医院   药库 
7,34496,厦门市湖里区宜宾路92-98号,厦门市儿童医院中心药房
7,34497,厦门市湖里区宜宾路92-98号,厦门市儿童医院门诊药房
7,34498,厦门市湖里区宜宾路92-98号,厦门市儿童医院药库
7,34499,皮肤科  5楼 ,"皮肤科  5楼
"
7,32470,湖里区嘉园路85号之一,厦门湖里瑞华西医内科诊所（股份厦门）
7,19304,厦门市湖里区宜宾路92-98号,厦门市儿童医院
7,30595,湖里区湖里街道南山路290-1,厦门湖里玛莉妇科门诊部
7,34325,湖里区湖里街道南山路298号,（燕来福）厦门湖里玛莉妇科门诊部
7,31638,海天路53号,海峡两岸海天路
7,31652,湖里区湖里街道南山路298号,燕来福
7,31653,湖里区湖里街道南山路298号,海峡两岸
7,31654,,指定地点
7,31658,湖里区殿前街道嘉禾路564号,燕来福
7,31659,湖里区殿前街道嘉禾路564号,海峡两岸
7,31673,厦门市湖里区湖里大道56号第二层S1单元、第九层S1单元东侧,LY厦门绿金谷国际健康产业股份仓库
7,31674,厦门市湖里区湖里大道56号S1单元二楼,仓库
7,31687,"福建厦门思明区凤屿路136号
",燕来福
7,31688,厦门市思明区将军祠路28号群鸿商城综合仓库三楼,两岸公司（厦门市德丰堂药业有限公司）
7,24849,"厦门市湖里区宜宾路92-98号儿童医院   药库
",儿童医院   药库 
7,24850,厦门市湖里区宜宾路92-98号,厦门市儿童医院中心药房
7,28011,湖里区殿前街道殿前三组3076号一层店面第1间,厦门湖里贺小平中西医结合诊所
7,34526,厦门市湖里区殿前五组综合楼二层3号店面,厦门仟喜堂药业有限公司（股份厦门）
7,34527,厦门市湖里区殿前五组综合楼二层3号店面,燕来福（厦门仟喜堂药业有限公司）
7,34531,湖里区湖里街道南山路298号,厦门湖里玛莉妇科门诊部
7,34532,湖里街道嘉园路111号之一,厦门湖里齐安芙蓉门诊部
7,34573,厦门市湖里区高殿村前社三组（第七层）东侧,聚德堂仓库
7,34574,厦门市思明区前埔东路579号第二层B、C单元,厦门市莲福堂药店有限公司
7,16389,厦门市湖里区悦华路143号之一6楼,厦门佰康大药房连锁有限公司
7,31758,湖里区和旭里7-9号一层西侧,燕来福
7,31759,厦门市湖里区和旭里7-9号一层西侧,仓库
7,31791,厦门市湖里区高殿村前社三组（第七层）东侧,海峡两岸
7,28771,厦门市湖里区湖里大道45号-47号（9号厂房）3A-A1,厦门国健医药有限公司（股份厦门）
7,30633,厦门市湖里区殿前五组综合楼二层3号店面,厦门仟喜堂药业有限公司
7,28152,厦门市湖里区金湖路96号和98号之一,厦门市湖里区鹭益堂药店
7,26211,厦门市湖里区华昌路60号之一,仓库
7,34332,思明区禾祥西路4号10A-2室,（燕来福）福建省百泰医药有限公司
7,31898,湖里区宜宾路92-98号儿童医院,儿童医院
7,18838,厦门市湖里区湖里街道湖里南片73号,厦门湖里中山门诊部
7,32080,湖里区宜宾路92-98号儿童医院,门诊3楼
7,32081,安岭路1002号,公司
7,32082,皮肤科  5楼 ,"皮肤科  5楼
"
7,32083,厦门市湖里区宜宾路92-98号,两岸公司（厦门市儿童医院(复旦大学附属儿科医院厦门分院)）
7,32152,厦门市湖里区殿前五组综合楼二层3号店面,燕来福
7,34240,湖里区宜宾路92-98号儿童医院,门诊3楼
7,28112,厦门市湖里区南山路105-1号、105-106号二楼,厦门湖里瑞来春堂中医门诊部
7,29911,厦门市湖里区殿前五组综合楼二层3号店面,厦门仟喜堂药业有限公司（股份厦门）
7,32410,厦门市湖里区长乐路350号2091单元,厦门市绿茵试剂玻仪有限公司
7,53393,厦门市湖里区湖里大道55-57号第二层中部(18#厂房),厦门市百泰医药有限公司.
7,51427,湖里区湖里街道海天路65号B1之一及B2商场,燕来福
7,51432,福建省厦门市湖里区长虹路33号象屿工业厂房,药库
7,53159,湖里华光路2号（红楼）,（燕来福）神盾（厦门）物业服务有限公司
7,50301,湖里区湖里街道兴隆路470、472、474号,公司仓库
7,50317,湖里区嘉园路121号之三,大地双语民办幼儿园
7,51667,厦门市湖里区宜宾路58号之2店面,宜宾路分店
7,38271,湖里区殿前街道寨上1272号,厦门湖里区国强西医内科诊所（股份厦门）
7,53312,厦门市湖里区湖里大道28号第三层西3F单元,海峡两岸
7,53324,厦门市湖里区华昌路132号联发华美空间A3物业服务中心,燕来福
7,36871,厦门市湖里区湖里大道28号第三层西3F单元,海峡两岸（厦门湖里静岚中医内科门诊所）
7,44313,厦门市湖里区寨上一组1009号之二,厦门市逸豪药业有限公司（股份厦门）
7,42073,湖里区殿前1110号,厦门晴亮药店有限公司（股份厦门）
7,44493,湖里区湖里街道海天路39-13号（一层、二层、三层）,厦门湖里永兴门诊部（股份厦门）
7,52091,厦门市湖里区湖里大道28号第三层西3F单元,燕来福
7,45033,湖里区湖里街道海天路39-13号（一层、二层、三层）,厦门湖里叮铃医生第一门诊部有限公司
7,53737,,新生儿科
7,52184,货票送湖里区湖里大道45号二层,厦门市绿茵
7,54093,厦门市集美区灌南工业区安仁大道1599号,（燕来福）联发集团工会联合会
7,48032,湖里区湖里街道海天路65号B1之一及B2商场,海峡两岸
7,62354,湖里区殿前街道高殿四组4004号1-3层,厦门湖里永乐门诊部
7,56234,湖里区殿前街道寨上2363号,燕来福
7,40114,厦门市湖里区悦华路143号之二5B单元,厦门正鸿堂药房有限公司(股份厦门）
7,38410,"厦门市湖里区海天路102号B4、B5单元
",海天路分店
7,56504,湖里农行（信达免税商场旁边）,燕来福
7,56545,厦门市湖里区海天路102号B4、B5单元,海天路分店
7,47331,厦门市湖里区长乐路350号2091单元,厦门市绿茵试剂玻仪有限公司
7,41154,住院部1楼,供应室
7,35650,仙洞路9号,湖里社区仙洞点药房
7,49538,,指定地点
7,56907,厦门国际航运中心A区505室,燕来福
7,56994,湖里区殿前街道寨上2092号,燕来福
7,47819,厦门市湖里区悦华路215号一号厂房第一层（西侧）,仓库
7,40374,海天路53号,海峡两岸海天路
7,40376,仙洞路9号,湖里社区仙洞点药房
7,62033,厦门市湖里街道湖里大道80号,厦门湖里华兴医院
7,35677,湖里区和旭里7-9号一层西侧,厦门市古今湖滨药店连锁有限公司
7,45893,,急诊科
7,45894,,新生儿科
7,45793,湖里区殿前街道寨上2092号,厦门湖里平安第二门诊部
7,388776,手术室,手术室
7,55373,湖里区悦华路143号之二5B单元,仓库
7,57069,湖里区殿前街道寨上2363号,海峡两岸
7,57094,"厦门市湖里区海天路102号B4、B5单元
",海天路分店
7,41693,湖里区殿前街道寨上2363号,厦门湖里健民医院
7,47285,湖里区湖里街道兴隆路470、472、474号,药库
7,58653,湖里区湖里街道嘉园路79号之三之2、103、201、202、203、206、207、208室，81号104、204、209室,公司仓库
7,54611,厦门市湖里区高殿村前社三组（第七层）东侧,公司仓库
7,54894,,供应室
7,56190,湖里区殿前街道寨上2092号,海峡两岸
7,39813,湖里区湖里街道华昌路134号客家大厦第2层201-206单元,厦门湖里幸福康门诊部
7,55713,,急诊科
7,36423,湖里区和旭里7-9号一层西侧,海峡两岸
7,199528,湖里区南山路272号01单元C店面、南山路272号02室C区,厦门市湖里区康乐益古老药局
7,202583,综合外科二区,综合外科二区
7,83918,综合门诊部,综合门诊部
7,186135,湖里区殿前街道悦华路176-178号店面,厦门湖里德医馆门诊部（股份厦门）
7,263614,湖里区殿前街道高殿四组4004号1-3层,（燕来福）厦门湖里永乐门诊部
7,263862,湖里区湖里街道海天路65号B1之一及B2商场,燕来福（厦门湖里君善堂海天门诊部）
7,263807,湖里区殿前街道寨上2092号,燕来福（厦门湖里平安第二门诊部）
7,263590,厦门市湖里区高殿村前社三组（第七层）东侧,（燕来福）厦门市聚德堂药业有限公司
7,292879,悦华路4号 兴华居委会隔壁,湖里社区兴华点药房
7,263770,厦门市湖里区湖里大道28号第三层西3F单元,燕来福（厦门湖里静岚中医内科门诊所）
7,292769,厦门市湖里区长虹路389号之一,厦门市京瑞堂药业有限公司
7,263568,海天路53号,燕来福（海天点）
7,263602,湖里街道嘉园路111号之一,（燕来福）厦门湖里齐安芙蓉苑门诊部
7,271153,厦门市湖里区悦华路151号1号办公楼第五层510单元,厦门艾德尔医疗科技有限公司
7,263637,湖里区殿前街道寨上2363号,燕来福(厦门湖里健民医院)
7,263638,湖里区南山路272号01单元C店面、南山路272号02室C区,燕来福(厦门市湖里区康乐益古老药局)
7,320179,湖里区湖里街道海天路62、64、66号,厦门湖里叮铃医生第四门诊部有限公司 
7,340313,厦门市湖里区殿前一路奋发第七号楼17号,高殿二分店
7,393416,指定地点,指定地点
7,396216,4楼 设备科,设备科
7,397146,湖里区殿前街道寨上2092号,药房
7,396757,厦门市湖里区悦华路143号之二5B单元,福建省民君医药有限公司--厦门仓库（股份厦门）
7,386094,湖里区殿前街道寨上1040号,厦门湖里康馨门诊部
7,386773,悦华路4号 兴华居委会隔壁,湖里社区兴华点药房
7,391799,厦门市湖里区殿前街道办高殿村殿前社5、6号厂房第3层,福建国领药业有限公司（股份厦门）
7,392118,厦门市湖里区湖里街湖里大道37号1、2号楼,厦门湖里天伦医院有限公司(股份厦门）
7,393737,湖里区湖里街道华吕路134号客家大厦第二层201-206单元,厦门湖里华馨门诊部（股份厦门）
7,396344,NP厦门市湖里区湖里大道55-57号第二层中部百泰仓库（16#厂房）,福建省百泰医药有限公司
7,392602,厦门市湖里区殿前街道高殿文化中心旁,厦门市湖里区殿前街道社区卫生服务中心（殿前点）
7,395220,湖里区寨上二组2032号,厦门市众健堂药业有限公司(股份厦门）
7,395874,湖里区殿前街道寨上2144号,厦门湖里丽娟中医内科诊所
7,396981,厦门市湖里区华泰路88号第五层西侧之一,厦门文灶药店连锁有限公司
7,394037,厦门市湖里区宜宾路92-98号,口腔科门诊
7,503556,海天路53号,3楼 检验科
7,399819,湖里区殿前街道马垅社163号,厦门湖里玉珠西医内科诊所（股份厦门）
7,874430,湖里区殿前街道长浩路18号228、230室,厦门湖里汪斌诊所(股份厦门）
7,421213,湖里区湖里街道海天路62、64、66号,厦门湖里叮铃医生第四门诊部有限公司
7,856796,厦门市湖里区宜宾路92-98号,厦门市儿童医院急诊药房
7,577612,住院部2楼，重症ICU,ICU
7,701480,湖里区殿前街道寨上2092号,海峡两岸（厦门湖里平安第二门诊部）
7,701481,湖里区殿前街道寨上2092号,厦门湖里平安第二门诊部（股份厦门）
7,701482,湖里区殿前街道寨上2092号,燕来福（厦门湖里平安第二门诊部）
7,700604,厦门市湖里区湖里大道56号2层S1单元东侧,厦门绿金谷国际健康产业股份有限公司
7,700719,厦门市同安区美禾三路200号之一,福建国大药房连锁有限公司
7,700720,厦门现代物流园区长虹路33号二层夹层B单元五楼,(燕来福)福建国大药房连锁有限公司
7,700721,福建省厦门市湖里区长虹路33号象屿工业厂房,药库
7,700722,厦门现代物流园区长虹路33号二层夹层B单元五楼,(海峡两岸)福建国大药房连锁有限公司
7,700723,厦门现代物流园区长虹路33号二层夹层B单元五楼,仓库
7,700801,厦门市湖里区悦华路143号之一6楼,仓库
7,700821,海天路53号,燕来福（海天点）
7,700839,湖里区湖里街道南山路298号,（海峡两岸）厦门湖里玛莉妇科门诊部
7,700840,湖里区湖里街道南山路298号,（燕来福）厦门湖里玛莉妇科门诊部
7,700841,湖里街道嘉园路111号之一,（燕来福）厦门湖里齐安芙蓉苑门诊部
7,700842,湖里街道嘉园路111号之一,（海峡两岸）厦门湖里齐安芙蓉苑门诊部
7,700874,"福建厦门思明区凤屿路136号
",（燕来福）（厦门市德丰堂药业有限公司）
7,700951,湖里区殿前街道寨上2363号,海峡两岸(厦门湖里健民医院)
7,700952,湖里区殿前街道寨上2363号,燕来福(厦门湖里健民医院)
7,700953,厦门市湖里区南山路293号之一一楼2室,仓库
7,700954,湖里区南山路293号之一楼02室,燕来福
7,700992,厦门市湖里区高殿村前社三组（第七层）东侧,公司仓库
7,700993,厦门市湖里区高殿村前社三组（第七层）东侧,（燕来福）厦门市聚德堂药业有限公司
7,700994,厦门市湖里区高殿村前社三组（第七层）东侧,海峡两岸(厦门市聚德堂药业有限公司)
7,701118,厦门市湖里区湖里大道43号4A东侧,三明
7,701408,厦门市湖里区悦华路215号一号厂房第一层（西侧）,仓库
7,701428,厦门市湖里区宜宾路92-98号,厦门市儿童医院药库
7,701429,厦门市湖里区宜宾路92-98号,厦门市儿童医院中心药房
7,701430,厦门市湖里区宜宾路92-98号,两岸公司（厦门市儿童医院(复旦大学附属儿科医院厦门分院)）
7,701431,厦门市湖里区宜宾路92-98号,厦门市儿童医院门诊药房
7,621155,厦门市湖里区南山路289号101室,厦门市杏缘堂大药房有限公司
7,634650,厦门市湖里区高殿路10号C518单元,厦门盈融商贸
7,540013,综合外科一区,综合外科一区
7,491908,厦门市湖里区宜宾路92-98号,厦门市儿童医院皮肤科
7,540008,重症监护,重症监护
7,558625,厦门市湖里区长虹路389号之一,厦门市京瑞堂药业有限公司（股份厦门）
7,1062712,湖里区殿前街道悦华路255号，257号一层,厦门湖里友好口腔门诊部（股份厦门）
7,1126391,湖里区湖里街道南山路358号之二,厦门湖里明山口腔门诊部（股份厦门）
7,1103383,湖里区殿前街道高崎新村3069号,厦门湖里先怀西医内科诊所(股份厦门）
7,1158134,湖里区湖里街道南山路292号之一一楼,厦门湖里国华口腔科诊所（股份厦门）
7,1185186,湖里区湖里街道海天路3号101,厦门湖里立群口腔科诊所(股份厦门）
7,995899,厦门市湖里区殿前社4101号店面,厦门市湖里区天祥和药店（股份厦门）
7,1185180,湖里区殿前街道寨上社1203之一,厦门湖里相军口腔诊所(股份厦门）
7,1185181,湖里区湖里街道湖里街27号二楼,厦门湖里雅彬口腔门诊部(股份厦门）
7,1076085,湖里区殿前街道高崎新村3142号,厦门湖里艳玲西医内科诊所（股份厦门）
7,1152282,湖里区殿前街道高崎北二路67号之A16店一层、二层,厦门湖里鸿文西医内科诊所(股份厦门）
7,1158087,厦门市湖里塘边社220号一楼,厦门力诚心药房有限公司（股份厦门）
7,1087861,湖里区殿前街道殿前二组2142号,厦门湖里刘云口腔科诊所(股份厦门）
7,1085950,厦门市湖里区殿前社4188号-103,厦门市湖里区聚参堂药店（股份厦门）
7,1464109,湖里区湖里街道南山路403号一层07单元店面,厦门湖里华泽口腔门诊部（股份厦门）
7,1610552,湖里区湖里街道海天路295号2A单元，295号第二层B、C、D、E、F、G单元,厦门湖里常十橙口腔门诊部有限公司
7,1235427,湖里区湖里街道嘉园路49-D01、47-104、49-203室,厦门湖里铖品口腔门诊部
7,1656719,厦门市湖里区宜宾路92-98号,儿童医院设备科
7,1579982,湖里区湖里街道南山路375号202室,厦门湖里曾丽萍口腔诊所
7,1449120,厦门市湖里区海天路94号之二3号,厦门市鸿源堂药业有限公司
7,1700002,湖里区殿前街道马垅社191号一楼,厦门湖里杨琼西医内科诊所
7,1703458,厦门市湖里区兴隆路396-8,厦门湖里周光浩中医诊所
7,1244805,湖里区湖里街道南山路277号之1一楼01单元、277号之一201单元、277号之一202单元,厦门湖里陈氏雅美口腔门诊部
7,1670030,湖里区殿前街道长浩路258号,厦门湖里长宁康口腔门诊部
7,1743301,湖里区殿前街道长浩一里路73号101室,厦门湖里华妙口腔门诊部
7,1331665,厦门市湖里区兴隆路31号信宏大厦B805,厦门风向贸易有限公司
7,1486786,厦门市湖里区湖里街道湖里大道80号,湖里华兴
7,1458020,厦门市湖里区殿前新禾工业园7号第4A层,厦门宏仁堂药业有限公司
7,1447149,厦门市湖里区宜宾路92-98号,厦门市儿童医院2楼静配中心
7,1447150,厦门市湖里区宜宾路92-98号,厦门市儿童医院2楼住院药房
7,1684723,湖里区湖里街道海天路118号F8单元,厦门湖里科隆壹口腔门诊部有限公司
7,1762325,厦门市湖里区殿前社4101-102号,厦门市湖里区和天德药店
7,2158223,2楼B区，货到联系0592-2529291,检验科
7,2049819,湖里区殿前街道寨上1040号,厦门湖里康馨门诊部有限公司
7,1781056,湖里区湖里街道嘉园路82-5,厦门湖里诗梨口腔门诊部
7,1990653,厦门市湖里区南山路289号101室,厦门市杏缘堂大药房有限公司
7,2096359,厦门市湖里区南山路403号101之八,厦门湖里片仔癀宏仁中医门诊部有限公司
7,2036839,厦门市湖里区长虹路33号404、405-2、511、512、513单元,福建国大医药有限公司
7,1834779,厦门市湖里区高殿村殿前社三组冠华大厦7楼东侧,厦门德众堂药房有限公司
7,2088940,湖里区湖里街道湖里南片73号,厦门湖里青湖门诊部有限公司
7,2207928,中国（福建）自由贸易试验区厦门片区殿前街道寨上一组1012号,厦门乐医口腔门诊部
7,2208325,厦门市湖里区殿前街道殿前一组1187号,厦门湖里冯标中医(综合)诊所
7,2208823,厦门市湖里区海天路118-10、118-11号,厦门市湖里区普济堂药局
7,2217157,福建省厦门市湖里区宜宾路120-3号,厦门益福临医药有限公司
7,2219171,厦门市湖里区殿前街道殿前5组5101号之二,厦门湖里忠仪西医内科诊所
7,2132867,厦门市湖里区殿前街道寨上1002号103店面，二楼，三楼,厦门湖里安慷门诊部有限公司
7,2136393,湖里区高殿路9号,高殿路
7,2207276,厦门湖里区悦华路145号3A单元,国药控股生物科技(厦门)
7,2208454,厦门市湖里区湖里大道37号1、2号楼,厦门湖里天伦医院有限公司
7,2084890,厦门市湖里区长虹路33号404、405、511、512、513单元,福建国大医药有限公司（股份厦门）
7,2226014,厦门市湖里区马垅社二组90号之2,厦门泉生堂药业有限公司
7,2229256,厦门市湖里区长浩路18号229室,厦门湖里汪斌新诊所
7,2229355,厦门市湖里区嘉园路22-26、22-27号,厦门悦华康医药有限公司
7,2230147,湖里区湖里街道南山路403—108号,厦门湖里华泽南田口腔门诊部有限公司
7,2226166,厦门市湖里区悦华路143号之1号601室,厦门佰康大药房连锁有限公司
7,2226225,厦门市湖里区殿前3001-101号,厦门市百草汇药业有限公司
7,2226193,厦门市湖里区湖里大道8号201室,厦门湖里存德堂中医门诊部有限公司
7,2229381,厦门市湖里区湖里大道8号201室,厦门湖里存德堂中医门诊部有限公司
7,2229137,厦门市湖里区兴隆路470、472、474号,厦门湖里穅乐门诊部有限公司
7,2236912,厦门市集美区灌南工业区安仁大道1599号6号自动化高架物流仓库及1-7平层仓库(委托鹭燕医药股份有限公司配送),寨上分店
7,2236926,厦门市集美区灌南工业区安仁大道1599号6号自动化高架物流仓库及1-7平层仓库(委托鹭燕医药股份有限公司配送),高殿分店
7,2236927,厦门市集美区灌南工业区安仁大道1599号6号自动化高架物流仓库及1-7平层仓库(委托鹭燕医药股份有限公司配送),殿前分店
7,2236928,厦门市集美区灌南工业区安仁大道1599号6号自动化高架物流仓库及1-7平层仓库(委托鹭燕医药股份有限公司配送),殿东分店
7,2236929,厦门市集美区灌南工业区安仁大道1599号6号自动化高架物流仓库及1-7平层仓库(委托鹭燕医药股份有限公司配送),怡景分店
7,2236961,厦门市集美区灌南工业区安仁大道1599号6号自动化高架物流仓库及1-7平层仓库(委托鹭燕医药股份有限公司配送),宜宾路分店
7,2236962,厦门市集美区灌南工业区安仁大道1599号6号自动化高架物流仓库及1-7平层仓库(委托鹭燕医药股份有限公司配送),海天路分店
7,2238135,厦门市湖里区悦华路143号之1号601室,厦门佰康大药房连锁有限公司
7,2243175,厦门市湖里区殿前街道寨上社1305号,厦门市湖里区殿前街道寨上社1305号
7,2241035,厦门市湖里区殿前街道殿前三组3042号,厦门湖里金彬中医（综合）诊所
7,2239646,厦门市湖里区殿前社三组2532号（冠华大厦）第7层702室,厦门德众堂药房有限公司
7,2237815,厦门市湖里区殿前街道长虹路345号,厦门湖里张泉泉口腔诊所
7,2238264,厦门市湖里区悦华路123号301单元,厦门市湖里区悦华路123号301单元
7,2238292,厦门市湖里区湖里大道54号第三层S1单元之二,厦门市德丰堂药业有限公司
7,2244614,厦门市湖里区殿前街道殿前社1107号,厦门湖里高建华中医(综合)诊所
7,2242461,厦门市湖里区湖里大道37号1、2号楼,厦门湖里天伦医院有限公司
7,2244612,厦门市湖里区殿前社1107号,厦门市湖里区殿前社1107号
7,2240690,厦门市湖里区后埔社133号,厦门湖里玉芙西医内科诊所
7,2243146,湖里区湖里街道昌宾路9号之二,厦门湖里河水中医（综合）诊所
7,2244222,厦门市湖里区海天路118-10、118-11号,厦门市湖里区海天路118-10、118-11号
7,2244233,住院药房,住院药房
7,2244949,厦门市湖里区南山路135号,厦门市湖里区南山路135号
