ROUTEID,TRANSID,INCEPTADDR,SENDPOS,location,Index
1.0,375.0,思明区大同路26号,厦门思明云钦宏沅膛口腔科诊所,"118.075012,24.455351",2514
1.0,378.0,思明区镇海路56号,厦门思明镇海门诊部,"118.086257,24.451967",2515
1.0,415.0,思明区新华路54号,厦门纵横集团置业有限公司卫生所,"118.08496,24.456421",2516
1.0,434.0,174医院对面,国大连锁文园店,"118.095116,24.458851",2517
1.0,131.0,思明南路411，大生里店,厦门施普康药业有限公司,"118.084968,24.446523",2518
1.0,134.0,*厦门市万寿路29号夹层A室的东侧及31号半地下层,厦门市春草堂药店有限公司,"118.104473,24.46025",2519
1.0,135.0,厦门市思明区白鹿路5号之1二楼 ,厦门市慈善门诊部,"118.08822,24.449375",2520
1.0,142.0,厦门市思明区文园路30号,厦门市东南医药有限公司(文园分店),"118.10318,24.464266",2521
1.0,143.0,思明区镇海路10号,厦门市妇幼保健院,"118.0814,24.45019",2522
1.0,145.0,田尾路18号,厦门市鼓浪屿干部疗养院,"118.07055,24.440339",2523
1.0,340.0,思明区曾厝垵名仕俱乐部72号,厦门思明海峡医疗美容门诊部(股份厦门),"118.11144,24.42982",2524
1.0,343.0,思明区文屏路3号汇丰家园116号一、二层及117号二层,厦门思明汇丰门诊部,"118.105905,24.465041",2525
1.0,498.0,厦门市镇海路23号,海军厦门水警区医院,"118.081494,24.449427",2527
1.0,525.0,厦门市思明区虎园路1号,警备区机关门诊部,"118.092633,24.453936",2529
1.0,529.0,厦门市文园路94—96号,174医院门诊药房,"118.095752,24.458999",2530
1.0,537.0,厦门市思明区镇海路75号,厦门博惠药房有限公司,"118.087966,24.45285",2534
1.0,556.0,文屏路6号,梧村社区药房,"118.105467,24.465604",2535
1.0,610.0,思明区上古街10号,第一医院病区药房,"118.088899,24.45085",2536
1.0,616.0,思明区龙虎山路490号116-129,滨海社区药房,"118.122141,24.435002",2542
1.0,619.0,蜂巢山路3号,厦港社区药房,"118.089044,24.442829",2543
1.0,620.0,古城西路6号,思明分院4楼护士站,"118.08426,24.455598",2544
1.0,622.0,厦门市思明区思明西路51号（南中广场局口街侧二楼）,中华社区药房,"118.078965,24.454712",2546
1.0,681.0,厦门市开元区虎园路17-19号,家保药房,"118.093064,24.452639",2547
1.0,684.0,厦大学生公寓,厦门市聚康源药房,"118.115547,24.437057",2548
1.0,695.0,思明区镇海路85号,厦门百信新特药业有限公司（股份厦门）,"118.087809,24.452688",2549
1.0,696.0,文屏路81-5之1店面,厦门市思明区宝德堂药店,"118.115732,24.458579",2550
1.0,726.0,龙虎山路606号,厦门市思明区康源药店,"118.122224,24.437531",2551
1.0,734.0,思明区大学路160号之十三,厦门市思明区平益林药店,"118.089283,24.438148",2552
1.0,738.0,镇海路103号，105号,厦门市思明区盛德本草大药房,"118.08764,24.45219",2553
1.0,745.0,深田路2号之一,厦门市思明区万佳宁药店,"118.094734,24.457803",2554
1.0,746.0,厦门市思明区虎园路13号之一,厦门市思明区万全堂药局,"118.09041,24.456013",2555
1.0,750.0,厦门市市妇幼保健院对面,厦门欣万全堂药业有限公司（股份厦门）,"118.081816,24.450362",2556
1.0,752.0,厦门大学校园内芙蓉6一楼,厦门市思明区鑫仁济药店,"118.095414,24.436803",2557
1.0,768.0,*思明区镇海路35号101店,厦门市思明区镇宁药店,"118.086261,24.451131",2558
1.0,770.0,思明区大同路409号,厦门天济医院,"118.08299,24.458195",2559
1.0,1225.0,鼓浪屿海底世界,海底世界,"118.066231,24.446318",2560
1.0,1231.0,思明区新华路,厦门市公安局医务室,"118.084632,24.456739",2561
1.0,1232.0,思明区同安路,厦门市卫生局,"118.089318,24.454519",2562
1.0,896.0,同安路2号天鹭大厦B幢5F,厦门市卫生局,"118.089179,24.453252",2564
1.0,1029.0,厦门市思明区文园路11-1、2号,厦门思明德丰堂门诊部有限公司,"118.103927,24.46459",2565
1.0,1035.0,思明区海景新村底层1-8号店面及203、204室,厦门思明定安门诊部,"118.081769,24.450764",2566
1.0,1066.0,厦门市思明区曾厝垵西边社,武警厦门疗养院,"118.112879,24.432891",2568
1.0,1082.0,厦门市思明区白鹿路22号,中国人民解放军福建省军区厦门第一离职干部休养所,"118.089808,24.452604",2570
1.0,1084.0,厦门市大学路176号,中国人民解放军73111部队厦门第一干休所卫生所,"118.09325,24.434732",2571
1.0,1007.0,厦门市思明区镇海路87号,厦门市颐安大药房有限公司,"118.087769,24.452658",2576
1.0,457.0,思明区海后路40-42号,福建省厦门轮船有限公司卫生所,"118.074011,24.455139",2577
1.0,1801.0,"福建厦门古城西路9号
",厦门市第一医院思明分院1号楼4楼内科科 ,"118.08415,24.455109",2578
1.0,1903.0,思明区镇海路10号3号楼8楼,市妇幼产房,"118.081864,24.450523",2580
1.0,1942.0,厦门公园南路107号,厦门市公安局医务室,"118.087564,24.456651",2582
1.0,1972.0,厦门龙虎山路11号,科技中学医务室,"118.118389,24.430122",2584
1.0,1541.0,厦门市思明区龙虎山路558号,厦门思明英固诊所,"118.122508,24.436716",2588
1.0,1791.0,"福建厦门大学路172号
","厦门大学医院住院部6楼手术室
","118.09139,24.435486",2589
1.0,1832.0,"福建厦门思明区镇海路55号
","厦门市第一医院	仓库
","118.088084,24.45099",2593
1.0,1873.0,"福建厦门文园路9号之9,文屏巷56-72号",药房,"118.104586,24.463641",2596
1.0,2057.0,"厦门市鼓浪屿龙头路2号
","厦门海底世界有限公司
","118.071246,24.446142",2597
1.0,2069.0,中医院禾祥东,骨科,"118.099655,24.469593",2598
1.0,2121.0,厦门市思明区镇海路103--105镇海花园,厦门市思明区李盛德康复保健药品店,"118.087719,24.452511",2602
1.0,760.0,思明区百家村58号之一15号店面2036755,厦门市思明区益忠药店,"118.09398,24.458278",2604
1.0,763.0,*厦门市思明区万寿路72号之三,厦门市思明区予康缘药房,"118.105358,24.45937",2605
1.0,1406.0,*思明区镇海路39号-1B单元（第一医院门口）,健康八五镇海店,"118.086677,24.451707",2606
1.0,1427.0,思明区大同路思东商厦284-286号,好又惠定安分店,"118.080476,24.456992",2607
1.0,2282.0,虎园路,警备区机关门诊部,"118.091995,24.449831",2610
1.0,1809.0,思明区镇海路10号1号楼5楼,市妇幼供应室,"118.080935,24.449766",2627
1.0,1810.0,福建厦门思明区镇海路11号 2号楼3楼,市妇幼仓库,"118.08743,24.453174",2628
1.0,1818.0,福建厦门环岛路曾厝安,武警疗养院,"118.150116,24.536575",2629
1.0,2531.0,*厦门市思明区万寿路99号二层东侧之一1,厦门市春草堂药店有限公司,"118.108557,24.459137",2658
1.0,2532.0,思明区文园路九号之九之十一,厦门市慈善门诊部,"118.104485,24.464662",2659
1.0,2562.0,龙虎南二里15号,滨海社区药房,"118.121872,24.435848",2668
1.0,2582.0,福建省厦门市思明区思明西路40-1-101号，南中广场5#电梯2楼,中华社区药房,"118.078934,24.454702",2679
1.0,2583.0,文园路56号,厦门市东南医药有限公司(文园分店),"118.101907,24.462681",2680
1.0,3367.0,思明区文园路11-12号,厦门思明德丰堂门诊部,"118.104468,24.464733",2707
1.0,3623.0,集美孙坂,厦门软件职业技术学校,"118.095953,24.595712",2713
1.0,3639.0,厦门思明区鹭江道2号厦门第一广场701室,厦门思明峰煜口腔科诊所,"118.079971,24.449176",2717
1.0,5284.0,*思明区曾厝垵北二路239号（厦大学生公寓站）,厦门施普康药业有限公司曾厝垵分店,"118.117276,24.434868",2721
1.0,5304.0,五号楼3楼3008号药学部,药学部,"118.086903298261,24.4572283184002",2722
1.0,4383.0,思明区曾厝垵西里87号,思明区滨海街道曾厝垵村卫生所,"118.11692,24.4349",2729
1.0,3951.0,厦门市思明区妇幼保健院,铭汇广场,"118.17587,24.471605",2732
1.0,4450.0,思明区上古街10号一号楼1楼CT室旁边,介入科,"118.086417,24.451833",2744
1.0,4983.0,思明区大学路39号,厦门思明刘迅口腔科诊所,"118.087547,24.439994",2747
1.0,5245.0,思明分院生殖医学中心,生殖医学科,"118.095697,24.458966",2749
1.0,5246.0,思明分院三号楼11楼生殖医学科,生殖医学科,"118.084113,24.455805",2750
1.0,6645.0,厦门市思明区白鹭路71号,中国人民解放军福建省军区厦门第二离职干部休养所,"118.089434,24.448772",2754
1.0,6663.0,厦门市思明区镇海路83号 ,厦门市思明区镇海路83号 ,"118.087813,24.452705",2759
1.0,9783.0,厦门市思明区镇海路103-105号,,"118.087581,24.45215",2766
1.0,11607.0,厦门市思明区寿山路1-17号S1单元,厦门市思明区,"118.083402,24.446524",2770
1.0,12386.0,厦门思明州信门诊部,指定地点,"118.186217,24.480994",2772
1.0,12955.0,*厦门市思明区万寿路50号之12,厦门市思明区顺康源药店,"118.104919,24.459679",2773
1.0,12875.0,思明区思明南路158号思南好又多一楼,海景分店,"118.081508,24.452638",2775
1.0,12876.0,厦门市思明区文园路99号第一层,镇海分店（174医院旁）,"118.095176,24.457484",2776
1.0,12878.0,思明区公园南路75号,和兴分店,"118.086241,24.456106",2777
1.0,12817.0,厦门市思明区顶澳仔6号之十三,厦大分店,"118.09176,24.43919",2778
1.0,12860.0,思明区鹭江街道大同路288-290号,思北分店,"118.080463,24.45698",2779
1.0,12834.0,厦门市思明区镇海路89、91号,镇海路分店（第一医院旁）,"118.087739,24.452627",2780
1.0,19157.0,厦门思明区大学路175号之7,厦门思明志明口腔诊所,"118.088568,24.437521",2783
1.0,21842.0,思明区镇海路10号2号楼8楼,静配,"118.081554,24.450117",2784
1.0,24284.0,思明分院 注射室 门诊1楼 ,思明分院 注射室 门诊1楼 ,"118.126342,24.496152",2790
1.0,30556.0,厦门市思明区峰巢山路3号,厦门市思明区厦港街道社区卫生服务中心,"118.089223,24.441241",2791
1.0,31015.0,厦大医院门诊楼三楼,（燕来福）厦门大学医院,"118.093216,24.435411",2792
1.0,31031.0,厦门市思明区思明南路411号一楼,仓库,"118.085786,24.44587",2793
1.0,31040.0,厦大翔安校区,医学院成智楼3楼,"118.30986,24.608698",2794
1.0,31098.0,厦门市中医院(禾祥东门诊部),两岸公司（禾祥）,"118.093518,24.45586",2803
1.0,31113.0,厦门市思明区大中路23号,药房,"118.078033,24.454463",2806
1.0,31173.0,厦门市思明区曾厝垵北二路239号、241号,药店,"118.116424,24.436124",2807
1.0,28513.0,厦门市思明区镇海路95号,福州广悦贸易有限公司,"118.087487,24.452388",2808
1.0,30574.0,厦门市思明区厦港新村25号店面,厦门思明鸿儒中医诊所,"118.090371,24.443221",2822
1.0,33456.0,厦门市思明区大学路146号一楼,海峡两岸,"118.088533,24.438121",2825
1.0,31599.0,厦门市思明区大同路325号,燕来福,"118.081074,24.457528",2833
1.0,31602.0,厦门市湖里区悦华路143号之一6楼,仓库,"118.109921,24.514402",2836
1.0,31707.0,新急诊大楼4楼,特诊科,"118.087673,24.450941",2851
1.0,31712.0,厦门大学翔安校区医学院成智楼315,厦门大学,"118.305081,24.605222",2852
1.0,31726.0,厦门市一 心内科门诊 门诊B区2楼,心内科门诊,"118.088664,24.456029",2858
1.0,31754.0,定安路60号,燕来福,"118.079323,24.453517",2865
1.0,21902.0,厦门市思明区文园路32号,文园路分店,"118.103402,24.464349",2901
1.0,32091.0,厦门市湖里区五通店里工业区9号楼五楼C区,仓库,"118.189769,24.515363",2949
1.0,32124.0,厦门市思明区万寿路127号之七,燕来福,"118.108474,24.459208",2951
1.0,51383.0,厦门市思明区水仙路33号海光大厦26楼B单元,德知(厦门)生物科技有限公司,"118.075909,24.452873",2982
1.0,45693.0,厦门市思明区文塔路82号101室,厦门思明种城内科诊所（股份厦门）,"118.102386,24.463955",2984
1.0,56243.0,厦门市虎园路10号,公司仓库,"118.092521,24.454764",2996
1.0,48551.0,厦门市建恒物业管理有限公司,燕来福（轮渡建行大厦）,"118.089425,24.479833",2998
1.0,36692.0,思明区将军祠路35号之一、之二,厦门思明齿悦口腔门诊部有限公司,"118.099669,24.461518",3012
1.0,60673.0,厦门市思明区大同路228号,厦门思明正德堂门诊部（股份厦门）,"118.078954,24.456845",3022
1.0,174327.0,厦门市思明区鼓浪屿街道福建路60号,厦门大学附属第一医院鼓浪屿医院,"118.072418,24.444301",3031
1.0,89235.0,厦门市思明区新华路70-74号厦门华侨大厦一层D区,厦门思明瑞锦中医门诊部（股份厦门）,"118.086004,24.455354",3036
1.0,1029422.0,厦门市思明区镇海路12号之八12-8-101单元,厦门鹭燕大药房有限公司镇海路三分店,"118.082589,24.451168",3037
1.0,284405.0,厦门市思明区万寿路54、70、72、74号01单元一楼之六,厦门思明木根内科诊所（股份厦门）,"118.105476,24.459291",3038
1.0,341577.0,思明区黄厝中路197号一层,厦门市黄厝老年公寓医务室（股份厦门）,"118.156972,24.444526",3045
1.0,324457.0,厦门市思明区会展路155号,厦门康人贸易有限公司,"118.179212,24.46682",3046
1.0,388173.0,厦门市思明区湖东路41号,厦门市中医院(禾祥东门诊部),"118.115017,24.470045",3048
1.0,389477.0,市妇幼隔壁第一广场12楼,心佳馨门诊,"118.080215,24.449369",3049
1.0,391399.0,厦门市思明区文屏路3号116室、117单元（一层及夹层）,厦门市思明区汇济门诊部,"118.106251,24.465128",3052
1.0,396737.0,思明区深田路26号之三,厦门思明林明内科诊所,"118.092509,24.458027",3062
1.0,393856.0,厦门市思明区镇海路39号-1B单元,厦门济群大药房有限公司(股份厦门）,"118.086641,24.451664",3063
1.0,393436.0,厦门市思明区蜂巢山路7号之四,厦门济林大药房有限公司,"118.08897,24.441137",3066
1.0,966664.0,厦门市思明区演武西路183号世贸海峡大厦A3地块2号楼1层02号商场（一至三层）,厦门思明酉西儿整形外科门诊部（股份厦门）,"118.088929,24.436312",3069
1.0,617667.0,厦门市思明区镇海路101号,厦门康臣堂医药有限公司,"118.087545,24.452179",3070
1.0,700875.0,厦门市思明区将军祠路138号一层及夹层,仓库,"118.098618,24.461626",3083
1.0,667465.0,思明分院1号楼1楼客户服务台 ,思明分院1号楼1楼客户服务台 ,"118.084247,24.455288",3115
1.0,506747.0,厦门市思明区万寿路21号之5号西库,厦门市思明区梧村街道社区卫生服务中心（万寿点）,"118.102941,24.460527",3121
1.0,1060288.0,厦门市思明区文园路48号一层及夹层,厦门思明文安口腔门诊部（股份厦门）,"118.10296,24.46384",3123
1.0,1205452.0,厦门市思明区文园路61号之118-120（一层及夹层）,厦门思明文园皓齿口腔门诊部（股份厦门）,"118.102571,24.462546",3124
1.0,1216954.0,厦门市思明区大同路76号一、二层,厦门思明宏沅膛口腔门诊部(股份厦门）,"118.076134,24.455979",3126
1.0,1222207.0,厦门市思明区新华路85号B室（商场）,厦门思明齿度第三口腔门诊部(股份厦门）,"118.088331,24.453937",3129
1.0,1231044.0,厦门市思明区思明南路287-289号107单元、110单元、111单元（一层及夹层）,厦门思明陈华第二口腔门诊部（股份厦门）,"118.084218,24.449691",3130
1.0,1209784.0,厦门市思明区思明南路515号南普陀寺慈善楼西侧一、二层,厦门思明南普陀中医院(股份厦门),"118.096527,24.441026",3131
1.0,1233539.0,厦门市思明区厦禾路820号2201、2202室,厦门思明姚森口腔门诊部,"118.104635,24.465822",3134
1.0,1473731.0,厦门市思明区大学路176号22栋201,第三干部休养所,"118.092818,24.433742",3136
1.0,1463770.0,厦门市思明区思明南路422号,厦门大学,"118.100133,24.4359",3140
1.0,1709537.0,厦门市思明区开元路67号之三（一层及夹层）,厦门思明水益美口腔门诊部,"118.074519,24.456657",3141
1.0,2002263.0,厦门市思明区镇海路105号,国药控股厦门振海药房有限公司（股份厦门）,"118.087579,24.45218",3142
1.0,2207158.0,厦门市思明区曾厝垵前田16号-103一层及二层,厦门思明丽娜诊所,"118.117713,24.434848",3143
1.0,1867687.0,厦门市思明区古城西路85号之101,古城西路分店,"118.08219,24.45623",3144
1.0,1819996.0,厦门市思明区百家村路百家阁公寓6梯6301室,厦门思明周琴妇科诊所,"118.093928,24.456894",3145
1.0,2163989.0,厦门市思明区曾厝垵西二路189号,中国人民解放军32232部队,"118.11385,24.434505",3146
1.0,2208896.0,厦门市思明区龙虎山路542号,龙虎山路分店,"118.122069,24.436259",3148
1.0,1783180.0,厦门市思明区沙坡尾58号炼油车间-1,八宝丹健康产业（厦门）有限公司,"118.086921,24.438095",3149
1.0,2130718.0,厦门市思明区钱炉灰埕2号之3,总务,"118.080939,24.452511",3150
1.0,2206825.0,厦门市思明区演武路15号大学城二楼203室,厦门爱雅士口腔门诊部有限公司,"118.092426,24.436748",3155
1.0,2059804.0,厦门市思明区演武西路180号世贸海峡大厦A塔5906、5907室,厦门思明赛德阳光口腔门诊部,"118.088576,24.436102",3156
1.0,2208338.0,厦门市思明区文屏路77之十,厦门思明新民内科诊所,"118.114699,24.459253",3158
1.0,1806530.0,厦门市思明区龙虎山路490号之110＃-113＃号（一层及夹层）,厦门思明逸生堂中医门诊部,"118.122379,24.434446",3159
1.0,1894980.0,思明区上古街10号营养食堂,第一医院营养科,"118.089149,24.450021",3160
1.0,2229663.0,厦门市思明区霞溪路25号、27号、29号店面,霞溪路分店,"118.08354,24.454711",3162
1.0,2229562.0,厦门市思明区古城西路11、13号,厦门全益堂医药有限公司,"118.084121,24.455104",3163
1.0,2228664.0,厦门市思明区大学路162-110号,厦门蕴春堂药业有限公司,"118.089581,24.436689",3164
1.0,2228066.0,厦门市思明区文屏路1-4号118-1室、119室、120室（一层及夹层）,欧普康视（厦门）视光科技有限公司思明文屏路眼科诊所,"118.106162,24.465453",3165
1.0,2230212.0,厦门市思明区文园路99-101号A单元,厦门鹭燕大药房有限公司思明中西医结合诊所,"118.095078,24.457517",3166
1.0,2228403.0,厦门市思明区思明南路515-26号,厦门市妙湛药堂有限公司,"118.097743,24.440894",3167
1.0,2226916.0,厦门市思明区万寿路70号之六,厦门思明石太阳内科诊所,"118.10523,24.45939",3170
1.0,2243070.0,厦门市思明区文屏路77号之十,厦门市思明区文屏路77号之十,"118.114748,24.459282",3181
1.0,2243802.0,厦门市思明区黄厝塔头85-1号,厦门市思明区黄厝塔头85-1号,"118.143077,24.435901",3184
1.0,2244263.0,厦门大家附属第一医院鼓浪屿医院药房,厦门大家附属第一医院鼓浪屿医院药房,"118.070346,24.444156",3185
1.0,2243749.0,厦门火炬高新区软件园一期曾厝垵北路3号科汇楼109-02,厦门柏图斯口腔门诊有限公司,"118.119595,24.43097",3186
1.0,2244234.0,中国人民解放军陆军第七十三集团军医院,中国人民解放军陆军第七十三集团军医院,"118.096163,24.458725",3187
1.0,2244261.0,厦门大学医院,厦门大学医院,"118.091117,24.435306",3189
1.0,2240370.0,厦门市思明区文园路36号弘龙商业城第三层D区,厦门思明亿仟露美整形外科门诊部,"118.102813,24.464977",3190
1.0,2244659.0,厦门市思明区文园路34号一层,厦门思明龄圣堂中医门诊部有限公司,"118.103317,24.464313",3193
1.0,2244643.0,厦门市思明区镇海路55号（小黄楼3楼）,厦门市思明区镇海路55号（小黄楼3楼）,"118.0875,24.45075",3194
1.0,2238405.0,厦门市思明区文园路94号,厦门市思明区文园路94号,"118.09497,24.458356",3230
1.0,2239168.0,厦门市思明区黄厝村茂后社156号之一、之二,厦门市思明区黄厝村茂后社156号之一、之二,"118.156971,24.445789",3238
1.0,2239172.0,厦门市思明区永福宫12号,厦门市思明区永福宫12号,"118.090442,24.444049",3239
1.0,2242358.0,厦门市鹭江道98号建设银行大厦,（燕来福）中国建设银行股份有限公司厦门市分行,"118.072965,24.457263",3243
1.0,2551795.0,福建省厦门市思明区厦门市思明区文园路92-96,福建省厦门市思明区厦门市思明区文园路92-96,"118.095119,24.458262",3263
1.0,2610434.0,厦门市思明区大学路168号、172号,思明院区,"118.090285,24.435732",3265
1.0,3382892.0,福建省厦门市思明区厦门思明区镇海路55号厦门大学附属第一医院1号楼2楼分子病理室,福建省厦门市思明区厦门思明区镇海路55号厦门大学附属第一医院1号楼2楼分子病理室,"118.087193,24.450806",3277
1.0,3382915.0,福建省厦门市思明区厦门市思明区镇海路10号妇幼保健院3号楼4楼检验科,福建省厦门市思明区厦门市思明区镇海路10号妇幼保健院3号楼4楼检验科,"118.082299,24.450024",3279
1.0,3136158.0,厦门市思明区文园路38号、40号之三（一层及夹层）,厦门市思明区峰煜第三口腔门诊部,"118.103165,24.46416",3281
1.0,3061519.0,厦门市思明区思明南路275号201、202、203、204、205单元，279号203、204单元,厦门思明片仔癀宏仁鸿山门诊部,"118.084011,24.450385",3286
1.0,3404221.0,厦门市思明区镇海路102号,国药控股厦门振海药房有限公司第一分店(股份厦门),"118.081461,24.449964",3288
1.0,3338826.0,厦门市思明区育青路33号之6创冠体育大厦第三层B区,优眠门诊部(厦门)有限责任公司思明门诊部,"118.093965,24.456136",3289
5.0,379.0,莲秀里5号,厦门思明志坚西医内科诊所,"118.131836,24.489189",3290
5.0,418.0,厦门思明区金尚路49号之七单元一层及一层夹层,厦门思明湖东内科诊所,"118.143624,24.483066",3291
5.0,74.0,江头街道金尚小区广场公建1层,厦门湖里齐安金尚门诊部有限公司,"118.150803,24.49472",3293
5.0,79.0,湖里区江头街道江华里59号,厦门湖里仁德医院(门诊部),"118.12797,24.49894",3294
5.0,84.0,湖里区江头街道吕岭路161-102号之二,厦门湖里德善堂第六门诊部(股份厦门),"118.13863,24.492678",3296
5.0,87.0,江头街道江浦路中环贵宾楼,厦门湖里新医科门诊部,"118.134544,24.493912",3297
5.0,88.0,钟宅3015号,厦门湖里杨志贤中医内科诊所,"118.166969,24.525583",3298
5.0,94.0,湖里区江头街道后埔335号,厦门湖里作辉西医内科诊所,"118.144571,24.491334",3299
5.0,115.0,厦门市思明区莲坂村507号底层之二,厦门九鼎药房有限公司,"118.122838,24.480834",3300
5.0,121.0,厦门市莲花北路9号,莲花医院药房(股份厦门）,"118.130751,24.48544",3301
5.0,176.0,思明区莲花北路 莲花二村站,厦门市恒昌实业有限公司时珍药行,"118.133626,24.487663",3302
5.0,178.0,厦门市湖里区后埔村9组511号,厦门市湖里区百草园药行,"118.143332,24.493044",3303
5.0,180.0,*江头东路清防店面1号,厦门市湖里区宝芝林药店,"118.134641641761,24.4931494660211",3304
5.0,184.0,*吕岭路79号第一层,厦门市湖里区彩芝林药店,"118.134127,24.492571",3306
5.0,186.0,湖里区吕岭路彩虹花园1号楼105室,厦门市湖里区大众药局,"118.138645,24.494186",3307
5.0,193.0,湖里区嘉禾路310之107,厦门福隆康药业有限公司（股份厦门）,"118.128881,24.491053",3308
5.0,196.0,湖里区江头西路13之12号,厦门市湖里区广生堂药店,"118.13034,24.492374",3309
5.0,197.0,湖里区江头西路27号,厦门市湖里区国宝药店,"118.12943,24.497074",3310
5.0,199.0,厦门市湖里区后埔社345号之1,厦门市湖里区鹤年药店,"118.144135,24.494775",3311
5.0,205.0,厦门市湖里区江头东路8之14号店面,厦门市湖里区华仁康药店,"118.134457,24.493953",3312
5.0,206.0,厦门市湖里区嘉禾路312-128号、312-129号,厦门市湖里区怀德堂药店,"118.129242,24.491404",3313
5.0,211.0,厦门市湖里区后埔社400号之一,厦门市湖里区佳鑫堂药店,"118.142356,24.493947",3315
5.0,214.0,厦门市湖里区后埔社266-102号,厦门市聚安和药业有限公司,"118.144109,24.494603",3316
5.0,218.0,厦门市湖里区吕岭路165号之46,厦门市湖里区康泰药局,"118.138651,24.492659",3317
5.0,220.0,湖里区台湾街86号,厦门市湖里区老德安九鼎药房,"118.132935,24.493787",3318
5.0,238.0,厦门市湖里区后埔社135号,厦门市湖里区善仁堂药店,"118.143574,24.491812",3320
5.0,245.0,厦门市湖里区金尚路181号之8,厦门市湖里区同春堂药店,"118.146201,24.49212",3321
5.0,337.0,思明区嘉禾路128号华商俱乐部大厦第二层东侧,厦门思明莫琳娜医疗美容门诊部(股份厦门）,"118.124446,24.484486",3323
5.0,505.0,湖里区江头街道金尚路240-242号,厦门湖里齐安口腔门诊部有限公司,"118.147575,24.493203",3324
5.0,507.0,湖里区后埔村后埔社509号,湖里区后埔村第三卫生所,"118.142954,24.491546",3325
5.0,603.0,厦门市龙山东二路1-27号,金尚医院供应室,"118.143014,24.481641",3327
5.0,693.0,谊爱路75号,厦门市思明区百佳泰药店,"118.140419,24.485424",3329
5.0,699.0,思明区龙山东二路41、43店面,厦门市思明区德善堂鸿禧药局,"118.143109,24.482224",3330
5.0,1022.0,厦门市湖里区台湾街331号,江头社区药房,"118.132901,24.498848",3334
5.0,1033.0,厦门市思明区莲花南路2号一层部分、二层，莲花南路2-104号、4-101-1号、4-101-2号、4-104号,厦门思明德善堂莲花五村门诊部,"118.14139,24.490667",3335
5.0,1014.0,江头东路339号,中医院分院4楼手术室,"118.13512,24.498669",3336
5.0,1418.0,*思明区莲花北路21号一层之三,健康八五十七分店（莲花店）,"118.132441,24.489785",3338
5.0,1420.0,思明区莲花北路11号一层,好又惠源昌分店,"118.131405,24.486342",3344
5.0,1661.0,厦门思明区吕岭路86号、88号(一层及夹层）,厦门市思明区峰煜口腔门诊部有限公司,"118.1313,24.491314",3346
5.0,1796.0,台湾街331号（台商会馆隔壁）,江头社区,"118.132879,24.498958",3348
5.0,2645.0,厦门市湖里区塘边村120号之二,厦门市湖里区保欣园药房,"118.117027,24.50889",3353
5.0,2682.0,后埔社266号之1,厦门市湖里区聚安和药店,"118.144699,24.493998",3365
5.0,2737.0,湖里区后埔东里103号,厦门市湖里区祖氏大药房,"118.14641,24.496626",3370
5.0,2443.0,湖里区江头街道嘉禾路396号2FB1,厦门湖里金达西医内科诊所,"118.127279,24.497809",3376
5.0,2473.0,湖里区江头街道江头东路8号4-5,湖里新医方门诊部,"118.134468,24.493839",3380
5.0,5263.0,思明区龙山南路201号,厦门思明张志坚诊所,"118.136655,24.482668",3401
5.0,5264.0,思明区龙山南路283号105室号,厦门思明张志坚内科诊所,"118.144087,24.483513",3402
5.0,5925.0,湖里区江头街道江头北路269号,厦门湖里清荣中医内科诊所,"118.134346,24.496763",3403
5.0,12858.0,厦门市湖里区吕岭路185-18-101号 ,吕岭分店,"118.139012,24.493309",3409
5.0,12914.0,湖里区吕岭路185—18之一号,吕岭分店,"118.138952,24.493241",3410
5.0,14162.0,厦门市湖里区仙岳路860号台商会馆7层D01单元,仙岳路,"118.132572,24.499205",3412
5.0,12896.0,思明区吕岭路4号之六、之七,嘉莲分店,"118.129521,24.489122",3413
5.0,19439.0,厦门市思明区莲秀里72号,厦门东南医药有限公司莲花分店,"118.132041,24.490545",3414
5.0,29232.0,湖里区嘉禾路396号之十八,厦门市湖里区靖善药店（股份厦门）,"118.12746,24.497506",3416
5.0,24666.0,湖里区江头街道嘉禾路300号103,厦门湖里聪海中医皮肤科诊所,"118.129419,24.490777",3417
5.0,20238.0,湖里区江头街道江头西路50号,厦门湖里刘懿中医（综合）诊所,"118.130768,24.493422",3418
5.0,31062.0,厦门市湖里区后埔社266号之1,药店,"118.144697,24.493999",3425
5.0,31106.0,厦门市思明区莲花北路二十三号一楼102室二楼201、202室、三楼301、302室,公司仓库,"118.133869,24.488902",3426
5.0,30241.0,厦门市思明区盈翠里34号之一,门诊部,"118.128585,24.483063",3440
5.0,30501.0,厦门市湖里区金尚路164号第一层,厦门市瑞来春药店有限公司,"118.146874,24.492573",3443
5.0,30520.0,湖里区江头街道金尚小区广场公建一层,厦门湖里齐安金尚门诊部,"118.150623,24.493018",3446
5.0,28190.0,思明区龙山中路105号107号，龙腾里8号302室,厦门思明宁泰门诊部,"118.139597,24.485582",3447
5.0,31661.0,湖里区江头街道江浦路中环贵宾楼,厦门鹭燕器械,"118.134547,24.493912",3454
5.0,34535.0,湖里区湖里街道嘉园路79号之三之2、103、201、202、203、206、207、208室，81号104、204、209室,厦门湖里德善堂第六门诊部(股份厦门),"118.11211,24.517417",3460
5.0,25016.0,湖里区禾山镇后埔社村委会清洁楼旁,厦门市湖里区广发堂药店,"118.13147,24.498381",3464
5.0,31873.0,厦门市中医院江头分部,两岸公司（江头）,"118.141032,24.500244",3467
