ROUTEID,TRANSID,INCEPTADDR,SENDPOS,location
4,2239602,厦门市思明区前埔社区前村102-103号,厦门市顺安堂药业有限公司,"118.176071,24.471782"
4,2242292,厦门市前埔中二路843~849号,(燕来福)厦门美商医药有限公司,"118.174619,24.476852"
4,2239143,厦门市湖里区五缘西三里134号110单元,厦门市湖里区五缘西三里134号110单元,"118.160699,24.540007"
4,2239153,厦门市湖里区高林三里6-102号、6-103号,厦门市湖里区高林三里6-102号、6-103号,"118.188012,24.503251"
4,2239155,"厦门市思明区莲前东路697,699号","厦门市思明区莲前东路697,699号","118.165627,24.475039"
4,2239162,厦门市湖里区钟宅社二路198号店面,厦门市湖里区钟宅社二路198号店面,"118.167524,24.524674"
4,2239170,厦门市湖里区钟宅西二里2号101及102室,厦门市湖里区钟宅西二里2号101及102室,"118.163742,24.519324"
4,2239171,厦门市湖里区观日西二里23-116号之一、23-117之一,厦门市湖里区观日西二里23-116号之一、23-117之一,"118.139735,24.475415"
4,2239189,厦门市湖里区钟宅社3014号店面,厦门市湖里区钟宅社3014号店面,"118.16558,24.525053"
4,2242306,厦门市思明区洪文七里15号之3-6,燕来福（厦门市百顺康药房有限公司),"118.158485,24.473029"
4,2242315,前埔工业园62号,（燕来福）厦门富华兴印刷有限公司,"118.177719,24.482058"
4,2242318,厦门市软件园二期观日路30号302单元,燕来福,"118.182556,24.485157"
4,2242360,厦门市思明区西林东路9-17号,厦门市康汇堂药业有限公司,"118.14609,24.47647"
4,2239203,厦门市思明区前埔社区前埔35号,厦门市思明区前埔社区前埔35号,"118.175506,24.469957"
4,2241903,厦门市会展路2009号,厦门市健康医疗大数据中心(厦门市医药研究所),"118.187652,24.497629"
4,2241912,厦门市湖里区云顶北路842号市行政服务中心一楼,禾山街道（市行政服务中心）,"118.159552,24.514786"
4,2241913,五缘西二里62号,禾山街道（五缘）,"118.163605,24.536215"
4,2241916,湖里区金山街道后坑后社389号,（燕来福）厦门市湖里区金山街道社区卫生服务中心,"118.160112,24.500061"
4,2241918,厦门市思明区前埔东路586-3商场二楼,（燕来福）厦门思明诚德堂门诊部,"118.179128,24.47964"
4,2241933,思明区前埔北路487号101-201,（燕来福）厦门思明立和中医门诊部,"118.178848,24.478715"
4,2241950,厦门市思明区会展北里28号商场04单元,燕来福（厦门珍品堂药业有限公司）,"118.186996,24.47735"
4,2239459,厦门市湖里区钟宅二里41-6号,厦门市湖里区钟宅二里41-6号,"118.163844,24.51967"
4,2240378,厦门市思明区田厝路66号、68号,厦门市和一堂药业有限公司,"118.171502,24.473337"
4,2242364,思明区莲前西路687号之一，之二,燕来福（厦门思明景元门诊部）,"118.14573,24.47871"
4,2242401,思明区洪莲中路14、16号店面,燕来福(厦门思明众佳康门诊部有限公司),"118.15387,24.479743"
4,2242403,思明区洪文六里101-103号一层及一层夹层,燕来福(厦门思明德善堂第八门诊部),"118.163935,24.473874"
4,2242405,思明区潘宅路18号A4店面,燕来福（厦门思明康祝门诊部）,"118.162188,24.476703"
4,2242406,厦门市思明区吕岭路1386号（1-3层及1层夹层）,厦门思明冬日门诊部有限公司,"118.172198,24.483719"
4,2242417,厦门市思明区下堡路185号101、102单元一层及一层夹层,燕来福（厦门思明鹭和门诊部）,"118.192102,24.497802"
4,2239260,厦门市湖里区店里社41号之一,厦门市湖里区店里社41号之一,"118.18722,24.515184"
4,2241972,莲前路677号,（燕来福）中国人民解放军73322部队医院,"118.144932,24.478412"
4,2241983,湖里区禾山街道钟宅西三路22号第1-3层,燕来福（厦门湖里藏德中医门诊部）,"118.160796,24.512179"
4,2242009,思明区洪文五里75号101-102、74号201室,（燕来福）厦门思明洪庄华仁堂中医门诊部有限公司,"118.16151,24.473789"
4,2242434,厦门市软件园二期望海路19号801单元,（燕来福）厦门科安技术开发有限公司,"118.177701,24.492573"
4,2242441,湖里区金山街道高林中路523号云玺万科里B205、B206商铺,燕来福（厦门湖里君善堂海天门诊部）,"118.179048,24.503617"
4,2242442,湖里区湖里街道海天路65号B1之一及B2商场,厦门湖里君善堂海天门诊部（股份厦门）,"118.10064,24.50477"
4,2242443,湖里区金山街道高林中路523号云玺万科里B205、B206商铺,海峡两岸（厦门湖里君善堂海天门诊部）,"118.179048,24.503617"
4,2242448,厦门市湖里区金益六里5号102店面之一,厦门德仁堂大药房有限公司,"118.17578,24.504148"
4,2243140,厦门市湖里区江头街道吕岭路蔡塘广场1068号之一至之四（一、二层）,厦门湖里绿雅堂中医门诊部有限公司,"118.154924,24.486882"
4,2238234,厦门市湖里区湖里安岭路999、1001号213室214室,厦门市湖里区湖里安岭路999、1001号213室214室,"118.16157,24.529739"
4,2242053,湖里区金山街道金钟路D2-127室,（燕来福）厦门湖里燕来福国医馆中医门诊部,"118.177462,24.504898"
4,2238551,湖里区禾山街道县后社237号102,湖里区禾山街道县后社237号102,"118.1535,24.525496"
4,2238555,厦门市湖里区钟宅五里15#-102号店面,厦门市湖里区钟宅五里15#-102号店面,"118.162676,24.511162"
4,2238557,湖里区江头街道蔡塘社362号之二,湖里区江头街道蔡塘社362号之二,"118.159972,24.489604"
4,2238558,湖里区禾山街道安岭路墩上小区17梯102,湖里区禾山街道安岭路墩上小区17梯102,"118.16061,24.535052"
4,2238695,湖里区金山街道金山西里10号之26,湖里区金山街道金山西里10号之26,"118.155705,24.50124"
4,2241075,厦门市湖里区泥金北路1号4楼405单元,厦门骏臻商贸有限公司,"118.190626,24.508156"
4,2242082,厦门市湖里区安岭路1004号801单元,（燕来福）清华大学厦门校友会,"118.162088,24.528988"
4,2242085,厦门市思明区会展南五路41号 43号会展南里121单元(一层 二层),（燕来福）厦门思明妙一馆中医门诊部,"118.179132,24.46265"
4,2242088,"厦门市湖里区五通西路999号1,4,5,6,7号 ",（湖里）厦门新开元医院有限公司,"118.190615,24.5028"
4,2242089,厦门市湖里区安岭路1004号206室,（燕来福）厦门鹭燕国际贸易有限公司,"118.162088,24.528988"
4,2530201,福建省厦门市思明区厦门市湖里区观日西二里23-116号之一、23-117号之一,福建省厦门市思明区厦门市湖里区观日西二里23-116号之一、23-117号之一,"118.145227,24.528586"
4,2246577,厦门市思明区前埔东路563-107号,厦门市思明区前埔东路563-107号,"118.177266,24.476848"
4,2417022,厦门市湖里区金钟路666号 ,五缘湾供应室,"118.190947,24.503615"
4,2417030,厦门市湖里区仙岳路3777号弘爱医院一楼,门诊药房,"118.17111,24.506335"
4,2330497,厦门市湖里区观日西二里23-116号之一，23-117号之一,厦门奕园堂药业有限公司,"118.139735,24.475415"
4,2356306,厦门市思明区洪莲中路53-1号,厦门宏芝堂药业有限公司,"118.154568,24.480184"
4,2356323,湖里区金山街道五通西路989号3号楼16层,厦门微医医院,"118.190751,24.503138"
4,2361197,厦门市湖里区仙岳路3777号4号楼地下一层,厦门弘爱大药房有限公司,"118.17153,24.506287"
4,2367372,厦门市思明区会展南路七号165号一层之一、二层、167号二层、169号二层、171号二层,厦门思明和生元中医门诊部有限公司,"118.181906,24.464475"
4,2399266,厦门市思明区莲前街道前埔西路162号,厦门市思明区李建口腔诊所,"118.165451,24.473194"
4,2246652,厦门市思明区会展南里124号、125号,厦门思明悦采医疗美容诊所,"118.18004,24.461454"
4,2264390,高林社区468号,三楼护理站,"118.178764,24.510275"
4,2264399,高林社区468号,二楼理疗科,"118.178764,24.510275"
4,2264404,高林社区468号,三楼妇科,"118.178764,24.510275"
4,2264410,高林社区468号,三楼检验科,"118.178764,24.510275"
4,2268404,高林社区468号,五楼疾控,"118.178764,24.510275"
4,2953892,厦门市思明区前埔社区前村679-103,厦门市思明区前埔社区前村679-103,"118.176237,24.472192"
4,2855480,厦门市湖里区墩岭路墩岭一里6号一楼店面之一,厦门市衍康药业有限公司,"118.162214,24.534275"
4,2826118,厦门市思明区潘宅路72号（一层及夹层）,厦门市思明区潘宅路72号（一层及夹层）,"118.164146,24.476526"
4,2549558,高林社区468号,三楼B超室,"118.178764,24.510275"
4,2923137,厦门市思明区莲前东路668号,厦门药之道大药房有限公司,"118.163951,24.474476"
4,2744042,厦门市思明区前埔社区前埔247-102,厦门市思明区前埔社区前埔247-102,"118.178763,24.468201"
4,2748427,厦门市思明区莲前东路969号,厦门市思明区莲前东路969号,"118.172232,24.471997"
4,2698156,厦门市湖里区钟宅西三路14号之一,上药云健康益药药房(厦门)有限公司,"118.161573,24.512655"
4,2842127,厦门市湖里区日圆二里3号817室,（燕来福）厦门湖里魁芝堂中医诊所有限公司,"118.161217,24.514741"
4,2842176,厦门市湖里区日圆二里3号817室,厦门湖里魁芝堂中医诊所有限公司,"118.161217,24.514741"
4,2551577,福建省厦门市湖里区金湖路668号,福建省厦门市湖里区金湖路668号,"118.164004,24.512311"
4,3321888,湖里区后坑村后坑社282号,湖里区后坑村后坑社282号,"118.153815,24.496983"
4,3382908,福建省厦门市湖里区厦门市湖里区629号翔安商务大厦1607号,福建省厦门市湖里区厦门市湖里区629号翔安商务大厦1607号,"118.187652,24.529046"
4,2996808,厦门市湖里区五通西路989号3号楼16层,厦门微医医院,"118.190751,24.503138"
4,3382914,福建省厦门市湖里区厦门弘爱医院门诊楼负一楼药库,福建省厦门市湖里区厦门弘爱医院门诊楼负一楼药库,"118.17111,24.506335"
4,3117742,福建省厦门市思明区会展路2013号,中国人民武装警察部队厦门支队卫生队,"118.185043,24.478178"
4,3144518,高林社区468号,二楼外科,"118.178764,24.510275"
4,3145675,湖里区禾山街道安岭路1004-101号C单元,厦门湖里曦古中医诊所有限公司,"118.162088,24.528988"
4,3145678,湖里区禾山街道安岭路1004-101号C单元,（燕来福）厦门湖里曦古中医诊所有限公司,"118.162088,24.528988"
4,3020024,厦门市思明区前埔柯厝路362号5#楼三楼、七楼704、706,厦门市源泉山庄老年公寓,"118.162049,24.463864"
4,3020321,厦门市湖里区金湖路520号,厦门如心妇婴医院有限公司,"118.161039,24.510469"
4,3021073,厦门市思明区前埔柯厝路362号5#楼三楼、七楼704、706,（燕来福）厦门市源泉山庄老年公寓医务室,"118.162049,24.463864"
4,3050010,厦门市湖里区观日西二里23-116号，23-117号,厦门依楠大药房有限公司,"118.139735,24.475415"
4,3037887,厦门市思明区会展路39号一层,厦门市思明区会展路39号一层,"118.179156,24.466692"
4,3016734,厦门市湖里区观日西二里23-116号、23-117号,厦门市湖里区观日西二里23-116号、23-117号,"118.139735,24.475415"
4,3243128,厦门市思明区会展南七路45号,厦门思明苏超群中医(综合)诊所,"118.179546,24.462449"
4,3333803,厦门市湖里区金湖路868号,设备仓库(一号楼一楼),"118.149509,24.509501"
4,3189731,厦门市思明区花莲路1号雀氏财富中心501单元,厦门思明颜鉴整形外科门诊部,"118.195343,24.485621"
4,3190306,湖里区禾山街道钟宅二里33-11号,厦门湖里春霖西医内科诊所,"118.163844,24.51967"
4,3197336,湖里区禾山街道护安路652号201室之八,厦门湖里妍美辰医疗美容诊所,"118.15549,24.52943"
2,360,厦门市思明区角滨路15号101-103单元（一层及夹层）,厦门思明厦禾门诊部,"118.081718,24.462011"
2,369,厦门市思明区故宫路99号之5,厦门思明汇聚丰第二门诊部（股份厦门）,"118.083154,24.463154"
2,372,湖滨中路86号,厦门思明友好妇科专科门诊部,"118.101862,24.470468"
2,381,开禾路48号之一,厦门思明志扬诊所,"118.07491,24.45804"
2,383,厦门思明区思明北路112号、108号,厦门思明庄玲内科诊所,"118.079609,24.458424"
2,404,厦禾路571号8号店面,厦门鑫公园药业有限公司,"118.090986,24.46292"
2,425,厦门市思明区厦禾路336号二楼大厅左侧,厦门眼科中心集团有限公司厦禾路药店,"118.080793,24.460058"
2,441,思明区白鹭州路74、76号,福建惠好四海医药连锁有限责任公司厦门白鹭洲分店,"118.091663,24.47112"
2,35,思明区故宫路102号,厦门市思明区计划生育服务站,"118.083815,24.462115"
2,183,厦门市湖里区金鼎里25号,厦门市本草阁药业有限公司,"118.082069,24.487159"
2,227,厦门湖里区和通路14号店面,厦门市湖里区品信堂药局,"118.09129,24.491829"
2,250,湖里区东渡路61号振华大厦12号,厦门市湖里区欣康达药房,"118.078948,24.48295"
2,259,厦门市湖里区东渡路78号之一、之二,厦门市湖里区益元堂大药房,"118.08022,24.484738"
2,348,思明区东岳路49号,厦门思明军玉西医内科诊所,"118.104738,24.489106"
2,353,厦门市思明区厦禾路571号,厦门思明美仁宫诊所(股份厦门）,"118.090986,24.46292"
2,528,斗西路2号,口腔医院斗西分院,"118.088637,24.460166"
2,533,思明区厦禾路509号2楼,厦工服务有限公司(卫生所),"118.089964,24.462923"
2,534,厦门市思明区湖滨南路117-119号,安宝医院药房,"118.094721,24.470405"
2,538,湖里街道东渡路金鼎巷2号之一,厦门出入境检验检疫局,"118.082419,24.487314"
2,539,厦门市思明区厦禾路100号,厦门大学附属第一医院鹭江分部门诊,"118.074317,24.46018"
2,540,厦门市思明区厦禾路336号,眼科中心2楼门诊药房,"118.080793,24.460058"
2,541,厦门市思明区厦禾路336号,眼科中心5楼住院药房,"118.080793,24.460058"
2,542,厦门市思明区湖滨南路201-209号,中山医院急诊药房,"118.097381,24.47093"
2,544,厦门市思明区湖滨南路201-209号,中山医院门诊药房,"118.097381,24.47093"
2,545,厦门市思明区湖滨南路201-209号,中山医院输液库,"118.097381,24.47093"
2,546,厦门市思明区湖滨南路201-209号,中山医院水粉库,"118.097381,24.47093"
2,547,厦门市思明区后滨路1号,中山医院厦禾分院,"118.098687,24.465029"
2,548,厦门市思明区湖滨南路201-209号,中山医院药库,"118.097381,24.47093"
2,549,厦门市思明区湖滨南路201-209号,中山医院制剂室,"118.097381,24.47093"
2,550,厦门市思明区湖滨南路201-209号,中山医院中心药房,"118.097381,24.47093"
2,551,后滨路1号,筼筜振兴点药房,"118.098687,24.465029"
2,552,东渡路93号,湖里社区东渡点药房,"118.08047,24.487226"
2,560,厦门市思明区禾祥西路17号之十四,厦门得心药房有限公司,"118.08283,24.464103"
2,561,厦门市湖里区后埔村425号A店,厦门得心药房有限公司角滨店,"118.141587,24.49409"
2,566,思明区湖滨南路4号之8,厦门公交集团有限公司卫生所,"118.079137,24.46525"
2,569,湖里金鼎路31号,厦门国际旅行卫生保健门诊部,"118.08288,24.489045"
2,582,思明区鹭江道267号,中华人民共和国厦门海关卫生所（股份厦门）,"118.073604,24.463578"
2,589,湖里区湖里街道东渡路112号、114-1号102室、114-2号101室,厦门湖里东渡门诊部,"118.081696,24.488132"
2,601,湖里街道海山路2号之10,厦门湖里惠燕西医内科诊所,"118.079779,24.482575"
2,694,湖滨西路21号105店,厦门市思明区百翔堂药店,"118.078853,24.461289"
2,703,思明区厦禾路1130号之9店面,厦门市思明区东百泰药店,"118.121396,24.473735"
2,732,*明发花园A幢商场105号,厦门市思明区明发花园药店,"118.166443,24.474909"
2,741,湖滨一里101号A02店,厦门市思明区松和堂药店,"118.102851,24.473577"
2,742,东浦路一里115号之十二,厦门市思明区泰安药参行,"118.125877,24.472094"
2,764,仙岳路248号博士新村二楼,厦门思明君乐门诊部,"118.098953,24.488972"
2,766,*角滨路33号,厦门市思明区泽仁堂药店,"118.081096,24.463933"
2,767,思明区仙岳里1之9号,厦门市思明区震泰药店,"118.103751,24.489028"
2,1227,东渡海山路33号,厦门市药品检验所,"118.081952,24.483621"
2,1281,*禾祥西51号之9,厦门市永裕泰药店有限公司禾祥店,"118.086784,24.464687"
2,1345,*后滨路10号之12,厦门市永裕泰药店有限公司后滨店,"118.098,24.468709"
2,1024,思明区湖滨南路36号,厦门思明滨南门诊部,"118.086006,24.467135"
2,1030,厦门市思明区禾祥西路619号（一层及夹层）,厦门思明德汇堂门诊部,"118.097588,24.468307"
2,1034,厦门市思明区建业路10号106、107一层及夹层,厦门思明德善堂第四门诊部,"118.084157,24.475942"
2,1038,厦门市厦禾路338号,新开元医院药房,"118.081266,24.459993"
2,1039,厦门市思明区厦禾路336号沿街店面1楼东侧,眼科药店,"118.080793,24.460058"
2,1095,*美仁路242号,厦门市思明区艾诺药店,"118.0877,24.462606"
2,1127,厦门市集美区灌南工业区安仁大道1599号,,"118.007546,24.598598"
2,1008,*禾祥西51号之9,厦门市永裕泰药店有限公司,"118.086784,24.464687"
2,1009,思明区后滨路10号之12,厦门市永裕泰药店有限公司后滨路分店（股份厦门）,"118.098,24.468709"
2,1010,厦门市思明区湖滨南路121号,厦门市中心血站,"118.095312,24.470307"
2,1889,"福建厦门厦禾路336号眼科中心大楼201室
","厦门眼科中心有限公司药店
","118.080764,24.4601"
2,1784,福建厦门厦禾路336号仓库 ,"厦门大学附属眼科中心
仓库
","118.080793,24.460058"
2,1811,"福建厦门厦禾路338号
","厦门新开元医院	设备科
","118.081266,24.459993"
2,1900,厦门市思明区厦禾路100号,"厦门大学附属第一医院（鹭江分部）
","118.074317,24.46018"
2,1907,"福建厦门湖滨南路
","厦门市中心血站
","118.080754,24.466207"
2,1915,"福建厦门市思明区厦禾路509之130单元
","厦门市思明区明发花园药店
","118.08969,24.463106"
2,1622,思明区角滨路18号德邦物流湖滨南营业部,思明区,"118.081572,24.463882"
2,1943,"厦门市禾祥西路915号202室
",北京同仁堂厦门禾祥中医门诊部 ,"118.100837,24.468741"
2,1949,厦门思明区白鹤山路3号,开元社区,"118.095382,24.462067"
2,1952,"福建厦门湖滨南路117-119号
",思明疾病预防控制中心 ,"118.094646,24.470825"
2,1963,厦门仙岳路47号东渡古玩城第5层D01单元,厦门市颐达康贸易有限公司,"118.086784,24.493191"
2,1977,思明区斗西路2号,4楼库房,"118.088637,24.460166"
2,1978,厦门湖里区海天路53号,办公室,"118.097682,24.504811"
2,1983,"福建厦门湖滨南路117-119号
","思明区疾病预防控制中心
","118.094646,24.470825"
2,1986,"厦门市禾祥西路鸿升大厦9B
",厦门市聚益医疗器械有限公司 ,"118.080333,24.462083"
2,1987,福建厦门白鹭州东路66号第一层,厦门金鼎和贸易有限公司,"118.095703,24.474832"
2,1833,厦门湖滨南路36号,思明滨南门诊部,"118.086006,24.467135"
2,1835,福建厦门思明区故宫路69号之111号,思明德汇堂门诊部,"118.08303,24.459787"
2,1911,"厦门东渡路78号之二
","湖里区益元堂大药房
","118.08022,24.484738"
2,2047,厦门市思明区湖滨南路117-119号,安宝医院仓库,"118.094721,24.470405"
2,2049,"厦门市溪岸路174号
",厦门市卫生人才服务中心,"118.089766,24.461323"
2,2186,思明区白鹭州路74、76号,福建惠好四海医药连锁有限责任公司厦门白鹭洲分店,"118.091663,24.47112"
2,757,*故宫路90号-4,厦门市思明区一品堂药局,"118.083854,24.461808"
2,758,厦门市思明区湖滨北路36号之8,厦门市思明区宜安堂药店,"118.085553,24.477903"
2,1481,思明区,外运思明区,"118.082658,24.445567"
2,2286,斗西路2号,口腔医院斗西分院,"118.088637,24.460166"
2,2317,厦门市思明区湖滨南路117-119号,安宝医院药房,"118.094721,24.470405"
2,2318,厦门市思明区湖滨南路117-119号,安宝医院仓库,"118.094721,24.470405"
2,2322,湖里街道东渡路金鼎巷2号之一,厦门出入境检验检疫局,"118.082419,24.487314"
2,2323,厦门市思明区厦禾路100号,厦门大学附属第一医院鹭江分部门诊,"118.074317,24.46018"
2,2324,厦门市思明区厦禾路100号,"厦门大学附属第一医院（鹭江分部）
","118.074317,24.46018"
2,2325,厦门市思明区厦禾路336号,眼科中心2楼门诊药房,"118.080793,24.460058"
2,2326,厦门市思明区厦禾路336号,眼科中心5楼住院药房,"118.080793,24.460058"
2,2327,福建厦门厦禾路336号仓库 ,厦门眼科中心 仓库,"118.080793,24.460058"
2,2328,福建厦门厦禾路336号3号楼4楼供应室,厦门眼科中心一楼 供应室 ,"118.080793,24.460058"
2,2329,"福建厦门厦禾路336号检验科

",厦门大学附属眼科中心 检验科 ,"118.080793,24.460058"
2,2330,厦门市思明区湖滨南路201-209号,急诊药房,"118.097381,24.47093"
2,2332,厦门市思明区湖滨南路201-209号,门诊药房,"118.097381,24.47093"
2,2333,厦门市思明区湖滨南路201-209号,输液库,"118.097381,24.47093"
2,1347,厦门市思明区故宫路117号一层、夹层,二市站,"118.082586,24.464754"
2,1785,福建厦门厦禾路336号一楼供应室 ,厦门大学附属眼科中心一楼 供应室 ,"118.080793,24.460058"
2,1786,"福建厦门厦禾路336号检验科

",厦门大学附属眼科中心 检验科 ,"118.080793,24.460058"
2,1820,后滨路1号,中山厦禾分院,"118.098687,24.465029"
2,1822,福建厦门思明仙岳路248号博士新村二楼,思明岳阳门诊部,"118.09895,24.488842"
2,1823,厦门思明区故宫路102号,思明区计划生育服务站,"118.083815,24.462115"
2,1828,湖里区湖里街道东渡路112号,主任办公室,"118.081696,24.488132"
2,2646,厦门市湖里区金鼎里25号,厦门市湖里区本草阁药店,"118.082069,24.487159"
2,2718,湖里区东渡路61号振华大厦12号,厦门市湖里区欣康达药房,"118.078948,24.48295"
2,2727,湖里区东渡路78号之一、二,厦门市湖里区益元堂大药房,"118.08022,24.484738"
2,2728,"厦门东渡路78号之二
","湖里区益元堂大药房
","118.08022,24.484738"
2,2894,湖滨西路21号105店,厦门市思明区百翔堂药店,"118.078853,24.461289"
2,2903,思明区厦禾路1130号之9店面,厦门市思明区东百泰药店,"118.121396,24.473735"
2,2920,思明区故宫路102号,厦门市思明区计划生育服务站,"118.083815,24.462115"
2,2921,厦门思明区故宫路102号,思明区计划生育服务站,"118.083815,24.462115"
2,2923,厦门市思明区莲前西路287-309号102室之2,厦门市思明区健邦药房,"118.137996,24.478018"
2,2935,莲前西路235号之六,厦门市思明区龙山居药店,"118.136001,24.477121"
2,2938,*明发花园A幢商场105号,厦门市思明区明发花园药店,"118.166443,24.474909"
2,2939,"福建厦门市思明区厦禾路509之130单元
","厦门市思明区明发花园药店
","118.08969,24.463106"
2,2946,*思明区莲花南路1-2号,厦门市思明区寿星堂药局,"118.122337,24.482276"
2,2948,湖滨一里101号A02店,厦门市思明区松和堂药店,"118.102851,24.473577"
2,2958,*吕岭路52号安保大厦,厦门市思明区鑫宏仁堂药店,"118.130767,24.490449"
2,2962,思明区龙山路南路279号,厦门市思明区星禹药店,"118.136645,24.486856"
2,2964,*故宫路90号-4,厦门市思明区一品堂药局,"118.083854,24.461808"
2,2965,厦门市思明区湖滨北路36号之8,厦门市思明区宜安堂药店,"118.085553,24.477903"
2,2971,仙岳路248号博士新村二楼,厦门市思明区岳阳门诊部,"118.098953,24.488972"
2,2973,角滨路33号,厦门市思明区泽仁堂药店,"118.081096,24.463933"
2,2974,思明区仙岳里1之9号,厦门市思明区震泰药店,"118.103751,24.489028"
2,2334,厦门市思明区湖滨南路201-209号,水粉库,"118.097381,24.47093"
2,2335,厦门市思明区后滨路1号,中山医院厦禾分院,"118.098687,24.465029"
2,2336,厦门市思明区湖滨南路201-209号,药库,"118.097381,24.47093"
2,2337,厦门市思明区湖滨南路201-209号,制剂室,"118.097381,24.47093"
2,2338,厦门市思明区湖滨南路201-209号,中心药房,"118.097381,24.47093"
2,2342,后滨路1号,中山厦禾分院,"118.098687,24.465029"
2,2374,东渡路93号,湖里社区东渡点药房,"118.08047,24.487226"
2,2377,思明区白鹤山路3-3号,开元社区药房,"118.095382,24.462067"
2,2390,禾祥西路17号之14,厦门得心药房有限公司,"118.08283,24.464103"
2,2391,思明区角尾路16号之九,厦门得心药房有限公司角滨店,"118.082326,24.462165"
2,2393,厦门市湖里区后埔村425号A店,厦门得心药房有限公司角滨店,"118.141587,24.49409"
2,2400,思明区湖滨南路4号之8,厦门公交集团有限公司卫生所,"118.079137,24.46525"
2,2404,湖里金鼎路31号,厦门国际旅行卫生保健门诊部,"118.08288,24.489045"
2,2418,思明区鹭江道267号,厦门海关卫生所,"118.073604,24.463578"
2,2424,湖里区湖里街道东渡路112号,厦门湖里东渡门诊部,"118.081696,24.488132"
2,2425,湖里区湖里街道东渡路112号,主任办公室,"118.081696,24.488132"
2,2430,湖里区后埔村后埔社336号,厦门湖里国宇门诊部,"118.144743,24.492225"
2,2440,湖里街道海山路2号之10,厦门湖里惠燕西医内科诊所,"118.079779,24.482575"
2,2442,湖里区湖里街道和宁路125号,厦门湖里健民濠头门诊部,"118.087529,24.49692"
2,2529,思明区禾祥西路4号10A-2室,厦门市百泰医药有限公司,"118.080107,24.462208"
2,2535,厦门市思明区双路221号37单元,厦门市德丰堂药业有限公司,"118.082658,24.445567"
2,2536,厦门市思明区将军祠路138号一层（宝成花园旁）,"厦门市德丰堂药业有限公司
","118.099092,24.461718"
2,2591,思明区湖滨南路210号之三102室,厦门市古今湖滨药店连锁有限公司,"118.099507,24.472168"
2,3714,思明区斗西路2号,4楼库房,"118.088637,24.460166"
2,3721,福建厦门白鹭州东路66号第一层,厦门金鼎和贸易有限公司,"118.095703,24.474832"
2,3392,思明区东岳路49号,厦门思明军玉西医内科诊所,"118.104738,24.489106"
2,3397,溪岸街78号,厦门思明美仁宫诊所,"118.092544,24.462265"
2,3406,思明区思明北路151号,厦门思明厦禾门诊部,"118.079364,24.458854"
2,3413,思明区湖滨北路259号501室,厦门思明晓民医疗美容诊所,"118.127647,24.490206"
2,3421,湖滨中路86号,厦门思明友好妇科专科门诊部,"118.101862,24.470468"
2,3433,开禾路48号之一,厦门思明志扬诊所,"118.07491,24.45804"
2,3435,厦门思明区思明北路112号、108号,厦门思明庄玲内科诊所,"118.079609,24.458424"
2,3461,厦门市厦禾路338号,新开元医院药房,"118.081266,24.459993"
2,3462,"福建厦门厦禾路338号
","厦门新开元医院	设备科
","118.081266,24.459993"
2,3463,厦禾路571号4号店面,厦门鑫公园药业有限公司,"118.090986,24.46292"
2,3468,厦门市思明区厦禾路336号沿街店面1楼,眼科药店,"118.080793,24.460058"
2,3470,"福建厦门湖滨南里中山医院急救中心12楼
","厦门医疗急救中心
","118.097686,24.471549"
2,3533,厦禾路,中国人民解放军73111部队厦门第三干休所,"118.120422,24.476564"
2,3554,*美仁路242号,厦门市思明区艾诺药店,"118.0877,24.462606"
2,3282,厦门市思明区湖滨南路201-209号5号楼,心脏中心药库,"118.097465,24.470702"
2,3295,*禾祥西51号之9,厦门市永裕泰药店有限公司,"118.086784,24.464687"
2,3296,*禾祥西51号之9,厦门市永裕泰药店有限公司禾祥店,"118.086784,24.464687"
2,3297,*后滨路10号之12,厦门市永裕泰药店有限公司后滨店,"118.098,24.468709"
2,3298,后滨路10号之12,厦门市永裕泰药店有限公司后滨路分店,"118.098,24.468709"
2,3299,厦门市思明区湖滨南路121号,厦门市中心血站,"118.095312,24.470307"
2,3300,"福建厦门湖滨南路
","厦门市中心血站
","118.080754,24.466207"
2,3361,思明区湖滨南路36号,厦门思明滨南门诊部,"118.086006,24.467135"
2,3362,厦门湖滨南路36号,思明滨南门诊部,"118.086006,24.467135"
2,3368,思明区故宫路69号111、211、212单元、69号利景中心裙楼2层53单元、57单元,厦门思明德汇堂门诊部,"118.083663,24.460556"
2,3369,福建厦门思明区故宫路69号之111号,思明德汇堂门诊部,"118.08303,24.459787"
2,3562,厦门市思明区厦禾路336号二楼大厅左侧,厦门眼科中心集团有限公司厦禾路药店,"118.080793,24.460058"
2,3567,思明区,外运思明区,"118.082658,24.445567"
2,3587,厦禾路二市,二市站,"118.120422,24.476564"
2,3628,东渡海山路33号,厦门市药品检验所,"118.081952,24.483621"
2,3637,思明区角滨路18号德邦物流湖滨南营业部,思明区,"118.081572,24.463882"
2,3647,"厦门市溪岸路174号
",厦门市卫生人才服务中心,"118.089766,24.461323"
2,3665,厦门仙岳路47号东渡古玩城第5层D01单元,厦门市颐达康贸易有限公司,"118.086784,24.493191"
2,3675,"厦门市禾祥西路915号202室
",北京同仁堂厦门禾祥中医门诊部 ,"118.100837,24.468741"
2,3710,"厦门市禾祥西路鸿升大厦9B
",厦门市聚益医疗器械有限公司 ,"118.080333,24.462083"
2,4943,福建厦门厦禾路336号仓库 ,眼科中心4楼仓库,"118.080793,24.460058"
