ROUTEID,TRANSID,INCEPTADDR,SENDPOS,location
12,1783059,中国（福建）自由贸易试验区厦门片区（保税港区）海景中路29号202、203单元 ,厦门欣弘裕医疗设备融资租赁有限公司,"118.028772,24.468272"
12,2206826,厦门市海沧区新阳北路1668-1号104室,新阳北路分店,"118.009967,24.529596"
12,2163988,厦门市海沧区海沧街道青礁村大路60号,海沧区海沧街道青礁村卫生所,"117.964898,24.473956"
12,1952265,福建省海沧区人民政府海沧街道新大街29号,海沧人民政府办事处,"117.983534,24.461414"
12,2215965,厦门市海沧区新垵村西片405-11-103,厦门嚼力口腔管理有限公司新垵口腔门诊部,"117.996014,24.529206"
12,2008087,中国(福建)自由试验区厦门片区昌海路105号,厦门汇美医药有限公司,"118.026395,24.470775"
12,1770108,厦门市海沧区沧虹路271号之二,厦门得心药房有限公司沧虹店,"118.035916,24.496908"
12,2208772,委托鹭燕医药股份有限公司储存配送{地址：厦门市集美区灌南工业区安仁大道1599号（4号仓库）三层西侧、6#（鹭燕厦门现代医药仓储中心）自动化高架物流仓库及1-3层平层仓库,福建一善药业有限公司,"118.007546,24.598598"
12,1776059,厦门市海沧区石塘一里1号之3,厦门国金口腔有限公司石塘门诊部,"118.045615,24.494929"
12,1846274,厦门市海沧区新阳街道阳明路39号一层A区,厦门贝朗德口腔门诊部有限公司新阳门诊部,"118.006802,24.519907"
12,2208885,委托鹭燕医药股份有限公司储存配送{地址：厦门市集美区灌南工业区安仁大道1599号（4号仓库）三层西侧、6#（鹭燕厦门现代医药仓储中心）自动化高架物流仓库及1-3层平层仓库,福建一善药业有限公司,"118.007546,24.598598"
12,2071110,厦门市海沧区新阳街道新安村东片189 -101号,厦门康禄德门诊部有限公司新垵门诊部,"118.000596,24.520382"
12,2228544,厦门市海沧区新阳街道山边洪东路23号一至四层,厦门同春医药股份有限公司,"117.951427,24.525334"
12,2229653,厦门市海沧区新阳街道霞光东里325号,万科药房,"118.029549,24.530105"
12,2230055,中国（福建）自由贸易试验区厦门片区南海三路1188号城建大厦第17楼1711单元,厦门永佳安医药科技有限公司,"118.026395,24.470775"
12,2228138,厦门市海沧区霞阳社区中路173-102号,厦门海沧冷丛泽内科诊所,"118.018841,24.534326"
12,2228924,厦门市海沧区东孚街道东孚大道2999号227室3号宿舍楼1楼,厦门宏发电力电子科技有限公司医务室,"117.94209,24.563868"
12,2229298,厦门市海沧区沧林东一里512号、513号店面,沧林东一里分店,"118.04895,24.48555"
12,2228563,厦门市海沧区孚莲一里55-105号,厦门海沧王跃珍妇科诊所,"117.962617,24.530733"
12,2228758,厦门市海沧区沧林三路646号,国药控股福建有限公司厦门海沧药房（股份厦门）,"118.039109,24.489154"
12,2226968,厦门市海沧区新阳街道孚莲一里113-114店面,厦门乐善堂药业有限公司,"117.963452,24.528236"
12,2229495,厦门市海沧区囷瑶路81号2层、3层A1-C5区域,福建德尔医疗实业有限公司,"117.982088,24.471613"
12,2228940,厦门市海沧区海沧街道兴港花园一里12号楼279之101、102室,海沧区海沧街道温厝村卫生所,"118.025867,24.48654"
12,2226199,厦门市海沧区新阳街道新垵村西片91-101号,厦门市养源堂药店有限公司,"117.996761,24.528481"
12,2229415,厦门市海沧区滨湖北二路98-118号阿罗海城市广场A261/A262/A262a/A263/A263a号,厦门海沧薄荷里第二口腔门诊部有限公司,"118.0321,24.480418"
12,2236939,厦门市集美区灌南工业区安仁大道1599号6号自动化高架物流仓库及1-7平层仓库(委托鹭燕医药股份有限公司配送),蓝屿分店,"117.964783,24.580929"
12,2236940,厦门市集美区灌南工业区安仁大道1599号6号自动化高架物流仓库及1-7平层仓库(委托鹭燕医药股份有限公司配送),海沧天虹分店,"117.964783,24.580929"
12,2236941,厦门市集美区灌南工业区安仁大道1599号6号自动化高架物流仓库及1-7平层仓库(委托鹭燕医药股份有限公司配送),禹洲分店,"117.964783,24.580929"
12,2236957,厦门市集美区灌南工业区安仁大道1599号6号自动化高架物流仓库及1-7平层仓库(委托鹭燕医药股份有限公司配送),海兴分店,"117.964783,24.580929"
12,2236958,厦门市集美区灌南工业区安仁大道1599号6号自动化高架物流仓库及1-7平层仓库(委托鹭燕医药股份有限公司配送),海裕路分店,"117.964783,24.580929"
12,2236959,厦门市集美区灌南工业区安仁大道1599号6号自动化高架物流仓库及1-7平层仓库(委托鹭燕医药股份有限公司配送),海沧滨东分店,"117.964783,24.580929"
12,2236970,厦门市集美区灌南工业区安仁大道1599号6号自动化高架物流仓库及1-7平层仓库(委托鹭燕医药股份有限公司配送),钟林分店,"117.964783,24.580929"
12,2236978,厦门市集美区灌南工业区安仁大道1599号6号自动化高架物流仓库及1-7平层仓库(委托鹭燕医药股份有限公司配送),霞光东里二分店,"117.964783,24.580929"
12,2236980,厦门市集美区灌南工业区安仁大道1599号6号自动化高架物流仓库及1-7平层仓库(委托鹭燕医药股份有限公司配送),新阳北路分店,"117.964783,24.580929"
12,2236984,厦门市集美区灌南工业区安仁大道1599号6号自动化高架物流仓库及1-7平层仓库(委托鹭燕医药股份有限公司配送),沧林东一里分店,"117.964783,24.580929"
12,2236989,厦门市集美区灌南工业区安仁大道1599号6号自动化高架物流仓库及1-7平层仓库(委托鹭燕医药股份有限公司配送),沧林路分店,"117.964783,24.580929"
12,2236990,厦门市集美区灌南工业区安仁大道1599号6号自动化高架物流仓库及1-7平层仓库(委托鹭燕医药股份有限公司配送),兴港分店,"117.964783,24.580929"
12,2236997,厦门市集美区灌南工业区安仁大道1599号6号自动化高架物流仓库及1-7平层仓库(委托鹭燕医药股份有限公司配送),孚莲二里分店,"117.964783,24.580929"
12,2236701,中国（福建）自由贸易试验区厦门片区嵩屿街道嵩屿南二路99号1008室1009室,厦门永佳安医药科技有限公司,"118.038787,24.454194"
12,2237052,厦门市海沧区马青路95号之2,厦门片仔癀宏仁医药有限公司,"117.969969,24.482129"
12,2236423,中国（福建）自由贸易试验区厦门片区滨湖一里201号正元新都会汇208单元,河马医生医疗管理(厦门)有限公司第二口腔门诊部,"118.032739,24.47618"
12,2236072,厦门市海沧区石塘村南片55-101号,厦门市海沧区苏琼琼内科诊所,"118.042866,24.496373"
12,2236637,厦门市海沧区滨湖东路498号之二十六单元,厦门市海沧区人人康药局,"118.04714,24.488672"
12,2236397,厦门市海沧区孚莲二里248号120、121室,孚莲二里分店,"117.962071,24.533206"
12,2241194,厦门市海沧区钟林路12号213—219室,厦门嚼力口腔管理有限公司钟林口腔门诊部,"118.028973,24.486828"
12,2244710,厦门市海沧区滨湖东路538、540号,众生堂(厦门)药业有限公司,"118.046052,24.488018"
12,2241411,厦门市海沧区坪埕北路11号（库房2-2#）第3层,厦门市海沧区坪埕北路11号（库房2-2#）第3层,"117.993259,24.496671"
12,2240005,厦门市海沧区沧林东三路354号,厦门君益堂医药有限公司,"118.05217,24.491078"
12,2244166,住院,住院,"87.543528,43.889747"
12,2244172,2号楼血透室,2号楼血透室,"103.948152,30.991376"
12,2244223,厦门市海沧区新垵村西片345-104号,厦门市海沧区新垵村西片345-104号,"117.996761,24.528481"
12,2241369,厦门市海沧区新景东里553号、554号,厦门市海沧区新景东里553号、554号,"117.99606,24.53271"
12,2244657,中国（福建）自由贸易试验区厦门片区锦里村北片137-101号,中国（福建）自由贸易试验区厦门片区锦里村北片137-101号,"117.994592,24.465792"
12,2244988,厦门市海沧区山边社区山边社68-1-102号,厦门市海沧区山边社区山边社68-1-102号,"117.924583,24.551037"
12,2238220,厦门市海沧区长园路88号1号厂房4F-B1,厦门市海沧区长园路88号1号厂房4F-B1,"118.008138,24.461204"
12,2242771,厦门市海沧区坪埕北路11号（库房2-2#）第3层,（燕来福）福建海纳医药有限公司,"117.993259,24.496671"
12,2243548,福建省厦门市海沧区新景西里377号105室,（燕来福）厦门福榕堂药业有限公司第一分店,"117.990935,24.529021"
12,2240625,厦门市海沧区霞光东里321号147、148、103,厦门市万康源药业有限公司,"118.031525,24.531134"
12,2242604,厦门市海沧区坪埕北路11号（库房2-2#）第3层,福建海纳医药有限公司,"117.993259,24.496671"
12,2244864,5楼手术室,5楼手术室,"109.639698,30.541808"
12,2237196,厦门市海沧区海沧街道渐美村西片6号,海沧区海沧街道渐美村卫生所,"117.998369,24.52451"
12,2243150,福建省厦门市海沧区新阳街道新垵村东社488-101号,厦门市海沧区福泽康药业有限公司,"118.006597,24.525875"
12,2244899,厦门市海沧区锦里村北片138-101号,厦门市海沧区锦里村北片138-101号,"117.994592,24.465792"
12,2241201,厦门市海沧区坪埕北路11号（库房2-2#）第3层,福建海纳医药有限公司,"117.993259,24.496671"
12,2242663,厦门市海沧区坪埕北路11号（库房2-2#）第3层,福建海纳医药有限公司,"117.993259,24.496671"
12,2240174,厦门市海沧区锦里村北片49-101号,厦门市海沧区锦里村北片49-101号,"117.994592,24.465792"
12,2228786,厦门市海沧区滨湖北路835号,厦门市海沧区金香中医科诊所,"118.03392,24.487587"
12,2239753,厦门市海沧区新阳街道新垵村东片369-103号,厦门市海沧区新阳街道新垵村东片369-103号,"118.000068,24.522201"
12,2244356,厦门市海沧区石塘村北片26-103号,厦门海沧黄坤助中医科诊所,"118.049623,24.490394"
12,2238780,委托福建海纳医药有限公司（仓库地址：厦门市海沧区坪埕北路11号（库房2-2#）第3层）配送,委托福建海纳医药有限公司（仓库地址：厦门市海沧区坪埕北路11号（库房2-2#）第3层）配送,"118.143672,24.532703"
12,2238784,厦门市海沧区新安村东片141-101号,厦门市海沧区新安村东片141-101号,"118.00089,24.522221"
12,2238787,厦门市海沧区新阳街道新垵东社368号-101号,厦门市海沧区新阳街道新垵东社368号-101号,"118.006938,24.52593"
12,2238799,中国（福建）自由贸易试验区厦门片区南海三路1042号,中国（福建）自由贸易试验区厦门片区南海三路1042号,"118.026214,24.47649"
12,2238801,厦门市海沧区兴港路2314、2316号,厦门市海沧区兴港路2314、2316号,"118.027183,24.487304"
12,2238848,中国（福建）自由贸易试验区厦门片区贞庵村岭上社437-102号,中国（福建）自由贸易试验区厦门片区贞庵村岭上社437-102号,"118.026395,24.470775"
12,2238950,厦门市海沧区新垵村东社388号,厦门市海沧区新垵村东社388号,"118.007331,24.52609"
12,2238952,厦门市海沧区渐美村231-101号,厦门市海沧区渐美村231-101号,"118.026965,24.480738"
12,2238953,厦门市海沧区钟林南路39号和41号,厦门市海沧区钟林南路39号和41号,"118.02943,24.484912"
12,2238954,厦门市海沧区新阳街道新垵村东社87-2-102号,厦门市海沧区新阳街道新垵村东社87-2-102号,"118.004913,24.525536"
12,2239000,厦门市海沧区钟山社区389-2-101号 ,厦门市海沧区钟山社区389-2-101号 ,"118.026807,24.49175"
12,2239006,厦门市海沧区沧虹路1796号,厦门市海沧区沧虹路1796号,"118.05318,24.491922"
12,2238886,厦门市海沧区新阳街道孚莲一里113-114店面,厦门市海沧区新阳街道孚莲一里113-114店面,"117.963452,24.528236"
12,2238893,厦门市海沧区嵩屿南路123-125号,厦门市海沧区嵩屿南路123-125号,"118.037346,24.452733"
12,2239417,中国(福建)自由贸易试验区厦门片区滨湖二里263、264号,中国(福建)自由贸易试验区厦门片区滨湖二里263、264号,"118.032457,24.465072"
12,2239425,厦门市海沧区新阳街道新垵村西片409-101、409-102号,厦门市海沧区新阳街道新垵村西片409-101、409-102号,"117.996761,24.528481"
12,2239428,中国（福建）自由贸易试验区厦门片区锦里村北片137-101号,中国（福建）自由贸易试验区厦门片区锦里村北片137-101号,"117.994592,24.465792"
12,2239437,厦门市海沧区兴港路2314、2316号,厦门市海沧区兴港路2314、2316号,"118.027183,24.487304"
12,2242106,中国（福建）自由贸易试验区厦门片区嘉崎一里7号110单元,（燕来福）御宗堂(厦门)药业有限公司,"118.116394,24.549406"
12,2244472,厦门市海沧区石塘村北片25-102号,厦门海沧朱毅中西医结合诊所,"118.049623,24.490394"
12,2240089,厦门市海沧区孚莲二里253号109室、110室,厦门市海沧区孚莲二里253号109室、110室,"117.962071,24.533206"
12,2242796,厦门市海沧区石塘东坑里140-106号,厦门拜瑞口腔门诊部有限公司,"118.042316,24.49477"
12,2239032,厦门市海沧区钟林南路103号,厦门市海沧区钟林南路103号,"118.028748,24.48616"
12,2239035,厦门市海沧区霞阳社区东路7-102号,厦门市海沧区霞阳社区东路7-102号,"118.02005,24.532404"
12,2239044,厦门市海沧区海裕路369号,厦门市海沧区海裕路369号,"118.039087,24.495533"
12,2239046,厦门市海沧区新阳街道新光路262号,厦门市海沧区新阳街道新光路262号,"118.010539,24.523392"
12,2241034,厦门市海沧区海沧街道囷瑶村石岑社10号,海沧区海沧街道囷瑶村卫生所,"117.981418,24.476029"
12,2243932,中国（福建）自由贸易试验区厦门片区滨湖一里208-116号,厦门海沧齐安正元口腔门诊部有限公司,"118.029193,24.482614"
12,2239100,厦门市海沧区霞光东里321号147、148、103,厦门市海沧区霞光东里321号147、148、103,"118.031525,24.531134"
12,2243317,厦门市海沧区沧林东三路354号,（燕来福）厦门君益堂医药有限公司,"118.05217,24.491078"
12,2243673,厦门市海沧区沧林二路545号,厦门市海沧区沧林二路545号,"118.033904,24.490365"
12,2239496,厦门市海沧区山边洪东路23号一至三层,厦门市海沧区山边洪东路23号一至三层,"117.951427,24.525334"
12,2238540,厦门市海沧区新阳街道祥露社区西片149号,厦门市海沧区新阳街道祥露社区西片149号,"117.982097,24.528628"
12,2238437,海沧区海沧街道青礁村大路60号,海沧区海沧街道青礁村大路60号,"117.964898,24.473956"
12,2238505,厦门市海沧区嵩屿南二路118号,厦门市海沧区嵩屿南二路118号,"118.039736,24.454813"
12,2238506,厦门市海沧区新阳街道新景西三路8号,厦门市海沧区新阳街道新景西三路8号,"117.994311,24.530359"
12,2239561,厦门市海沧区新垵东社306号-101号,厦门市海沧区新垵东社306号-101号,"118.006306,24.525861"
12,2241512,厦门市海沧区马青路2002号,燕来福（厦门海沧福林堂中医门诊部）,"118.030082,24.49542"
12,2241513,厦门市海沧区钟林路260号,（燕来福）厦门海沧海福门诊部,"118.03181,24.492475"
12,2238697,厦门市海沧区霞阳社区东路169-2-101号,厦门市海沧区霞阳社区东路169-2-101号,"118.019636,24.534406"
12,2238863,厦门市海沧区新阳街道新垵村东社199-101号,厦门市海沧区新阳街道新垵村东社199-101号,"118.003823,24.523973"
12,2238865,中国（福建）自由贸易试验区厦门片区海沧社区昌海路1-105号,中国（福建）自由贸易试验区厦门片区海沧社区昌海路1-105号,"117.982908,24.460869"
12,2238900,厦门市海沧区霞光路东里38-39号,厦门市海沧区霞光路东里38-39号,"118.024459,24.531544"
12,2238907,中国(福建）自由贸易试验区厦门片区海沧新大街13号105、106,中国(福建）自由贸易试验区厦门片区海沧新大街13号105、106,"117.984,24.462271"
12,2238913,厦门市海沧区沧虹路99号,厦门市海沧区沧虹路99号,"118.03307,24.49481"
12,2238918,厦门市海沧区东孚街道山边社区崎头社36-1-101号,厦门市海沧区东孚街道山边社区崎头社36-1-101号,"117.91736,24.550051"
12,2238939,厦门市海沧区东孚街道山边村山边社97-101号,厦门市海沧区东孚街道山边村山边社97-101号,"117.924946,24.550953"
12,2238940,厦门市海沧区新垵村北片588-102号,厦门市海沧区新垵村北片588-102号,"118.001476,24.525992"
12,2238941,厦门市海沧区沧林二路545号,厦门市海沧区沧林二路545号,"118.033904,24.490365"
12,2238942,厦门市海沧区石塘村南片243-103号,厦门市海沧区石塘村南片243-103号,"118.042866,24.496373"
12,2238943,厦门市海沧区东孚镇山边社区山边社60-103号,厦门市海沧区东孚镇山边社区山边社60-103号,"117.924499,24.55262"
12,2238944,厦门市海沧区霞阳社区中路14-104号,厦门市海沧区霞阳社区中路14-104号,"118.01928,24.533188"
12,2238945,厦门市海沧区沧虹路285号,厦门市海沧区沧虹路285号,"118.036297,24.497179"
12,2238947,厦门市海沧区滨湖东路498号之二十六单元,厦门市海沧区滨湖东路498号之二十六单元,"118.04714,24.488672"
12,2238948,厦门市海沧区新垵村南片1-101号,厦门市海沧区新垵村南片1-101号,"117.997332,24.521963"
12,2238949,厦门市海沧区石塘村埭头新村79号,厦门市海沧区石塘村埭头新村79号,"118.039701,24.495931"
12,2241556,厦门市海沧区海裕路,（燕来福）厦门市海沧医院,"118.039439,24.497422"
12,2241576,厦门市海沧区海沧社区卫生服务站,（燕来福）海沧卫生服务站,"117.983786,24.461062"
12,2241577,嵩屿南二路118号（总院）,（燕来福）厦门市海沧区嵩屿街道社区卫生服务中心,"118.039736,24.454813"
12,2241578,古楼村卫生所,(燕来福）古楼村卫生所,"116.296149,29.377602"
12,2241579,海沧街道后井村后井社43号,（燕来福）后井村卫生所,"117.994856,24.456221"
12,2241580,海沧街道囷瑶村石岑10号,（燕来福）囷瑶村卫生所,"117.981866,24.477963"
12,2239847,中国（福建）自由贸易试验区厦门片区南海三路1056号,厦门聚福星药业有限公司,"118.02429,24.476436"
12,2242144,厦门市海沧区新景路99号,厦门鑫恒晟印务有限公司,"117.993716,24.523461"
12,2242154,厦门市海沧区沧虹路271号之二,179964	厦门得心药房有限公司沧虹店,"118.035916,24.496908"
12,2242168,厦门市海沧区兴港路2356号之一101,厦门顺民堂医药有限公司,"118.02671,24.487919"
12,2238399,厦门市海沧区海裕路89号,厦门市海沧区海裕路89号,"118.039633,24.491002"
12,2238404,厦门市海沧区新阳工业区霞飞路123号,厦门市海沧区新阳工业区霞飞路123号,"118.010242,24.534007"
12,2238422,厦门市海沧区东孚镇山边村大庵4号,厦门市海沧区东孚镇山边村大庵4号,"117.927892,24.553958"
12,2241581,海沧街道贞庵村新村店面一条街46、47号,（燕来福）贞庵村卫生所,"118.094766,24.489706"
12,2241582,青礁村居委会,（燕来福）青礁卫生所,"113.5212,23.08454"
12,2241583,海沧村村委会,（燕来福）海沧村卫生所,"117.977286,24.461054"
12,2241584,海沧未来海岸水云湾小区5号楼（居委会旁）,（燕来福）东屿村卫生所,"118.033767,24.4621"
12,2241585,海沧嵩屿路43号,厦门市海贞堂药业有限公司,"118.038171,24.452921"
12,2241586,厦门市海沧区南海三路1056号,（燕来福）厦门聚福星药业有限公司,"118.02429,24.476436"
12,2241587,厦门市海沧区滨湖东路498号之二十六单元,（燕来福）厦门市海沧区人人康药局,"118.04714,24.488672"
12,2241588,新阳街道新垵村中路68号,燕来福（新垵村）,"117.99884,24.52428"
12,2241589,新阳街道祥露东片58号（祥露村委会）,燕来福（祥露）,"117.984517,24.531554"
12,2241590,新阳街道霞阳村居委会1楼,燕来福（霞阳）,"113.5212,23.08454"
12,2241591,厦门市海沧区新阳街道新景西三路8号,（燕来福）厦门市海沧区新阳街道社区卫生服务中心,"117.994311,24.530359"
12,2241592,厦门市海沧区新阳街道第一农场湖头村109号（厦门市第一农场湖头村老人活动中心一楼西侧）,（燕来福）海沧区新阳街道第一农场,"117.944321,24.528779"
12,2241593,厦门市海沧区兴港一里198号,燕来福（厦门市海沧区海沧街道石塘社区卫生服务中心）,"118.025842,24.483721"
12,2241594,厦门市海沧区沧湖东路一里97号,燕来福（海虹服务站）,"118.047951,24.491019"
12,2241595,海沧区坪山南里88号,（燕来福）桥南社区卫生服务中心,"118.055063,24.493879"
12,2239291,厦门市海沧区新垵村东片96-102号,厦门市海沧区新垵村东片96-102号,"118.000068,24.522201"
12,2242199,厦门市集美区灌南工业区安仁大道1599号（4号仓库）三层西侧、6#（鹭燕厦门现代医药仓储中心）自动化高架物流仓库及1-3层平层仓库,（燕来福）福建一善药业有限公司,"117.964783,24.580929"
12,2242234,厦门市海沧区滨湖北二路60-138号,厦门荣榆堂药店有限公司,"118.031803,24.48027"
12,2242240,厦门市海沧区滨湖北路835号,（燕来福）厦门市海沧区金香中医科诊所,"118.03392,24.487587"
12,2238721,厦门市海沧区嵩屿南路89号,厦门市海沧区嵩屿南路89号,"118.036619,24.452832"
12,2238728,厦门市海沧区石塘村南片192-101号,厦门市海沧区石塘村南片192-101号,"118.042866,24.496373"
12,2238739,厦门市海沧区兴港路1863、1865号,厦门市海沧区兴港路1863、1865号,"118.02837,24.475428"
12,2238756,厦门市海沧区霞阳社区东路40-102号,厦门市海沧区霞阳社区东路40-102号,"118.02136,24.532246"
12,2238757,厦门市海沧区石塘村南片55-101号,厦门市海沧区石塘村南片55-101号,"118.042866,24.496373"
12,2238813,厦门市海沧区新垵村许厝69号一楼,厦门市海沧区新垵村许厝69号一楼,"118.014024,24.529886"
12,2239480,厦门市海沧区马青路95号之2,厦门市海沧区马青路95号之2,"117.969969,24.482129"
12,2238497,厦门市海沧区嵩屿街道鳌冠社区综合楼,厦门市海沧区嵩屿街道鳌冠社区综合楼,"118.007312,24.489909"
12,2238764,厦门市海沧区新阳街道新垵村东社171-102号,厦门市海沧区新阳街道新垵村东社171-102号,"118.003823,24.523973"
12,2239125,厦门市海沧区渐美村806-1号,厦门市海沧区渐美村806-1号,"118.023021,24.478078"
12,2238878,厦门市海沧区石塘村南片277-102,厦门市海沧区石塘村南片277-102,"118.042866,24.496373"
12,2238879,中国（福建）自由贸易试验区厦门片区南海三路1056号,中国（福建）自由贸易试验区厦门片区南海三路1056号,"118.02429,24.476436"
12,2240703,厦门市海沧区海富里305号,厦门海沧罗希铮中医科诊所,"118.031594,24.490189"
12,2242263,中国(福建)自由贸易试验区厦门片区海景南路67号2号楼501室, （燕来福）福建百晟药业有限公司,"118.026395,24.470775"
12,2239176,厦门市海沧区沧元路9号店面,厦门市海沧区沧元路9号店面,"118.033361,24.492974"
12,2239183,中国（福建）自由贸易试验区厦门片区海沧嵩屿北一里47号,中国（福建）自由贸易试验区厦门片区海沧嵩屿北一里47号,"118.034416,24.460046"
12,2239186,厦门市海沧区第一农场孚中央村1-4号,厦门市海沧区第一农场孚中央村1-4号,"117.963356,24.530881"
12,2242317,厦门海沧建港路702号,（燕来福）厦门华夏国际电力发展有限公司,"118.027242,24.445864"
12,2242319,厦门市海沧区沧林二路513,(燕来福)厦门海沧柳光中医科诊所 ,"118.033525,24.490799"
12,2242320,厦门市集美区灌南工业区安仁大道1599号,（燕来福）厦门市海沧区益康泰燕窝行,"118.007546,24.598598"
12,2242324,厦门市海沧区新阳工业区新景路99号,（燕来福）厦门五福印务有限公司,"117.993716,24.523461"
12,2242325,厦门市海沧区新美路36号,（燕来福）厦门星鲨动物保健品厂,"118.002754,24.522331"
12,2242341,海沧区嵩屿南一里232号,（燕来福）厦门海沧海旅慈济保生堂中医门诊部,"118.035997,24.453944"
12,2242342,厦门市海沧区沧林东一里580号,（燕来福）厦门海沧南岸门诊部,"118.053772,24.490782"
12,2242356,厦门市海沧区建港路29号海沧国际物流大厦1-01室,（燕来福）厦门中集海投集装箱服务有限公司 ,"118.006581,24.458454"
12,2239195,厦门市海沧区滨湖东路538、540号,厦门市海沧区滨湖东路538、540号,"118.046052,24.488018"
12,2239216,福建省厦门市海沧区新景西里377号105室,福建省厦门市海沧区新景西里377号105室,"117.990935,24.529021"
12,2239222,厦门市海沧区祥露社区西片61-1-101号,厦门市海沧区祥露社区西片61-1-101号,"117.981295,24.528695"
12,2239230,厦门市海沧区钟林南路83号之一,厦门市海沧区钟林南路83号之一,"118.029267,24.485737"
12,2239232,厦门市海沧区新阳街道祥露社区西片66-102号,厦门市海沧区新阳街道祥露社区西片66-102号,"117.981446,24.529027"
12,2239234,厦门市海沧区新垵村北片276号,厦门市海沧区新垵村北片276号,"117.999013,24.524887"
12,2239236,厦门市海沧区新光路270号,厦门市海沧区新光路270号,"118.010894,24.523373"
12,2239243,厦门市海沧区兴港路2356号之一101,厦门市海沧区兴港路2356号之一101,"118.02671,24.487919"
12,2239246,中国（福建）自由贸易试验区厦门片区嵩屿路43号,中国（福建）自由贸易试验区厦门片区嵩屿路43号,"118.038171,24.452921"
12,2241943,新阳工业区新阳路1号,（燕来福)厦门烟草工业有限责任公司卫生所,"116.368366,23.552646"
12,2241946,厦门市海沧区新阳街道霞飞路123号,（燕来福）厦门长庚医院有限公司,"118.010242,24.534007"
12,2239443,厦门市海沧区霞阳社区中路22-101号,厦门市海沧区霞阳社区中路22-101号,"118.019385,24.532953"
12,2239447,厦门市海沧区钟林南路103号,厦门市海沧区钟林南路103号,"118.028748,24.48616"
12,2239453,厦门市海沧区霞阳社区西路3-1-102号,厦门市海沧区霞阳社区西路3-1-102号,"118.017448,24.532063"
12,2238825,中国（福建）自由贸易试验区厦门片区滨湖一里208号111单元,中国（福建）自由贸易试验区厦门片区滨湖一里208号111单元,"118.031717,24.47676"
12,2238849,中国（福建）自由贸易试验区厦门片区嵩屿北三里92号107室,中国（福建）自由贸易试验区厦门片区嵩屿北三里92号107室,"118.034946,24.463467"
12,2242368,厦门市海沧区建港路岭上购物商场D座2号店面,（燕来福）厦门福榕堂药业有限公司,"118.036954,24.450968"
12,2242375,厦门市海沧区海沧街道沧林二路258号、260号,（燕来福）厦门闽篮药房有限公司,"118.032381,24.48947"
12,2242377,厦门市海沧区新阳街道孚莲一里113-114店面,厦门乐善堂药业有限公司,"117.963452,24.528236"
12,2242384,厦门市海沧区石塘村北片12号之一,厦门海沧清华门诊部,"118.040331,24.499118"
12,2242397,厦门市海沧区翁角西路2056号厦门生物医药产业园4号楼第4层02单元,（燕来福）-壹鼎众康(厦门)生物科技股份有限公司,"117.958358,24.522141"
12,2242416,厦门市海沧区建港路702号行政楼7楼,（燕来福）厦门海沧热能投资有限公司,"118.027242,24.445864"
12,2239269,厦门市海沧区霞阳社区西路181-2-103号,厦门市海沧区霞阳社区西路181-2-103号,"118.014602,24.5345"
12,2239270,厦门市海沧区新阳街道新垵西片158-1-102号,厦门市海沧区新阳街道新垵西片158-1-102号,"117.997564,24.526426"
12,2239289,厦门市海沧区滨湖北二路60-138号,厦门市海沧区滨湖北二路60-138号,"118.031803,24.48027"
12,2239290,厦门市海沧区新阳街道新垵村东社488-101号,厦门市海沧区新阳街道新垵村东社488-101号,"118.003823,24.523973"
12,2241967,海沧区翁角路303-305号,（燕来福）厦门海沧新阳医院,"117.997233,24.520716"
12,2242432,厦门市海沧区沧林三路521号,（燕来福）老百姓(厦门)医药有限公司,"118.036907,24.489334"
12,2242023,厦门市海沧区2林南路103号,（燕来福）厦门市健康八五医药有限公司新阳店,"118.032818,24.484503"
12,2242068,中国(福建)自由贸易试验区厦门片区海沧社区昌海路1-105号,（燕来福）厦门汇美医药有限公司,"117.982908,24.460869"
12,2238523,海沧区钟山村196号,海沧区钟山村196号,"118.027729,24.489524"
12,2238524,厦门市海沧区新阳街道新垵村东社171-102号,厦门市海沧区新阳街道新垵村东社171-102号,"118.003823,24.523973"
12,2238525,厦门市海沧区石塘村北片103-101号,厦门市海沧区石塘村北片103-101号,"118.049623,24.490394"
12,2238526,厦门市海沧区新垵村西片27号,厦门市海沧区新垵村西片27号,"117.997407,24.526128"
12,2238527,厦门市海沧区滨湖东路234号,厦门市海沧区滨湖东路234号,"118.04712,24.48713"
12,2238528,厦门市海沧区海沧霞光东路36号,厦门市海沧区海沧霞光东路36号,"118.028125,24.528813"
12,2238529,厦门市海沧区新垵村17组北片8号,厦门市海沧区新垵村17组北片8号,"117.99907,24.525605"
12,2238530,厦门市海沧区嵩屿南路85号,厦门市海沧区嵩屿南路85号,"118.036619,24.452832"
12,2238531,厦门市海沧区霞阳村东路40号,厦门市海沧区霞阳村东路40号,"118.021342,24.532197"
12,2238532,厦门市海沧区青礁村大路社90-5号102室,厦门市海沧区青礁村大路社90-5号102室,"117.966222,24.47405"
12,2238533,厦门市海沧区霞阳村东路450-102号,厦门市海沧区霞阳村东路450-102号,"118.022854,24.533163"
12,2238534,厦门市海沧区海富里305号,厦门市海沧区海富里305号,"118.031594,24.490189"
12,2238535,厦门市海沧区新垵村北片706号,厦门市海沧区新垵村北片706号,"118.003222,24.523782"
12,2238536,厦门市海沧区石塘村埭头新村81-101号,厦门市海沧区石塘村埭头新村81-101号,"118.039631,24.496252"
