KEYID,WAREHID,ROUTEID,TRANSID,ROUTESEQ,DISTANCE,INCEPTADDR,EQUTRANSID,SENDPOS,ROUTENAME,INTOWNFLAG,TRANSFLAG,USESTATUS,TRANSNAME,TRANSMODE,TRANSMODEID,ZONENO,ZONENAME,ZONEID,COMPANYNAME,TRCOMPANYID,WAREHNAME,MEMO,Xiamen.经度,Xiamen.纬度
7205,1,1,9790,,,厦门市思明区镇海路103-105号,,,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.087581,24.45215
7204,1,1,9791,,,厦门市思明区镇海路87?,,,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.087769,24.452658
8526,1,1,11607,,,厦门市思明区寿山路1-17号S1单元,,厦门市思明区,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.083402,24.446524
8527,1,1,11608,,,厦门市思明区寿山路1-17号S1单元,,厦门市思明区,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.083402,24.446524
10647,1,1,12386,,,厦门思明州信门诊部,,指定地点,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.186217,24.480994
10567,1,1,12955,,,*厦门市思明区万寿路50号之12,,厦门市思明区顺康源药店,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.104919,24.459679
13467,1,1,13934,,,禾祥东3楼,,禾祥东骨伤科,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.099655,24.469593
9534,1,1,12875,,,思明区思明南路158号思南好又多一楼,,海景分店,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.081508,24.452638
215271,1,1,12876,,,厦门市思明区文园路99号第一层,,镇海分店（174医院旁）,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.095176,24.457484
9552,1,1,12878,,,思明区公园南路75号,,和兴分店,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.086241,24.456106
9446,1,1,12817,,,厦门市思明区顶澳仔6号之十三,,厦大分店,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.09176,24.43919
9445,1,1,12860,,,思明区鹭江街道大同路288-290号,,思北分店,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.080463,24.45698
215272,1,1,12834,,,厦门市思明区镇海路89、91号,,镇海路分店（第一医院旁）,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.087739,24.452627
17278,1,1,19437,,,福建厦门大学路172号 ,,住院部1楼收费处,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.09139,24.435486
14597,1,1,18836,,,厦门思明区大同路288-290号,,思北大同分店,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.080463,24.45698
16860,1,1,19157,,,厦门思明区大学路175号之7,,厦门思明志明口腔诊所,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.088568,24.437521
19259,1,1,21842,,,思明区镇海路10号2号楼8楼,,静配,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.081554,24.450117
17121,1,1,19218,,,福建厦门古城西路9号 ,,6楼妇产科,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.08415,24.455109
215270,1,1,24326,,,厦门市思明区镇海路89、91号,,镇海路二分店,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.087739,24.452627
22408,1,1,26571,,,思明区镇海路10号2号楼8楼,,冷库,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.081554,24.450117
25140,1,1,30750,,,思明区阳台路3号C幢中，左单元一、二层店面,,厦门思明东方门诊部,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.082658,24.445567
17459,1,1,19717,,,思明区上古街10号,,第一医院门诊药房 ,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.088899,24.45085
21283,1,1,24284,,,思明分院 注射室 门诊1楼 ,,思明分院 注射室 门诊1楼 ,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.126342,24.496152
25095,1,1,30556,,,厦门市思明区峰巢山路3号,,厦门市思明区厦港街道社区卫生服务中心,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.089223,24.441241
33023,1,1,31015,,,厦大医院门诊楼三楼,,（燕来福）厦门大学医院,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.093216,24.435411
33190,1,1,31031,,,厦门市思明区思明南路411号一楼,,仓库,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.085786,24.44587
33259,1,1,31048,,,龙虎南二里15号,,海峡两岸,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.121872,24.435848
33211,1,1,31050,,,厦门市思明区峰巢山路3号,,两岸公司（厦门市思明区厦港街道社区卫生服务中心）,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.089223,24.441241
33585,1,1,31052,,,福建厦门古城西路9号 ,,6楼妇产科,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.08415,24.455109
33584,1,1,31053,,,思明分院 注射室 门诊1楼 ,,"思明分院 注射室 门诊1楼
",线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.126342,24.496152
33582,1,1,31055,,,古城西路6号,,海峡两岸,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.08426,24.455598
33545,1,1,31056,,,思明区镇海路10号3号楼7楼,,新生儿科,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.081864,24.450523
33388,1,1,31071,,,厦门市思明区文屏路81-5之1店面,,药店,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.115732,24.458579
33302,1,1,31092,,,厦门市思明区镇海路87号一层,,仓库,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.087769,24.452658
33343,1,1,31098,,,厦门市中医院(禾祥东门诊部),,两岸公司（禾祥）,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.093518,24.45586
33449,1,1,31104,,,思明区文园路11-1.2号,,股份中药材,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.103927,24.46459
33454,1,1,31108,,,厦门市思明区海景新村一层1-8号房及二层203、204号房,,门诊部,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.081769,24.450764
33320,1,1,31113,,,厦门市思明区大中路23号,,药房,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.078033,24.454463
33411,1,1,31173,,,厦门市思明区曾厝垵北二路239号、241号,,药店,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.116424,24.436124
23647,1,1,28513,,,厦门市思明区镇海路95号,,福州广悦贸易有限公司,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.087487,24.452388
24849,1,1,30354,,,禾祥东3楼,,禾祥东骨伤科,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.099655,24.469593
24985,1,1,30249,,,厦门市中医院(禾祥东门诊部),,两岸公司（禾祥）,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.093518,24.45586
24774,1,1,30404,,,中医院禾祥东,,推拿科,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.099655,24.469593
24773,1,1,30405,,,中医院禾祥东,,骨科,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.099655,24.469593
24772,1,1,30406,,,中医院禾祥东,,禾祥东专家门诊,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.099655,24.469593
25004,1,1,30242,,,思明区万寿路35号之一,,厦门思明阳台山门诊部,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.105014,24.460015
25003,1,1,30243,,,思明区万寿路35号之一,,思明阳台山门诊部,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.105014,24.460015
25005,1,1,30244,,,思明区万寿路35号之一,,（燕来福）厦门思明阳台山门诊部,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.105014,24.460015
25046,1,1,30631,,,龙虎南二里15号,,厦门市思明区滨海街道社区卫生服务中心,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.121872,24.435848
34043,1,1,33912,,,*厦门市思明区万寿路99号二层东侧之一2,,厦门市春草堂药店有限公司前埔分店,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.108557,24.459137
24996,1,1,30590,,,思明区上古街10号,,厦门大学附属第一医院,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.088899,24.45085
25042,1,1,30536,,,厦门市思明区思明西路51号南中广场局口街侧二楼,,厦门市思明区中华街道社区卫生服务中心,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.078934,24.454702
25041,1,1,30630,,,厦门市镇海路10号,,厦门市妇幼保健院,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.0814,24.45019
25096,1,1,30574,,,厦门市思明区厦港新村25号店面,,厦门思明鸿儒中医诊所,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.090371,24.443221
33063,1,1,30899,,,厦门市万寿路29号夹层A室的东侧及31号半地下层,,厦门市春草堂药店有限公司,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.104473,24.46025
17358,1,1,19558,,,思明区汇文路58号103号之一,,厦门天济医院文灶诊所,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.106464,24.4672
33725,1,1,33456,,,厦门市思明区大学路146号一楼,,海峡两岸,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.088533,24.438121
34117,1,1,34508,,,厦门市思明区厦港新村25号店面,,燕来福（厦门思明鸿儒中医诊所),线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.090371,24.443221
34403,1,1,34509,,,厦门市思明区大学路146号一楼,,燕来福（厦门思明世跃中医诊所）,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.088533,24.438121
34405,1,1,34510,,,厦门市思明区大学路146号一楼,,厦门思明世跃中医诊所,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.088533,24.438121
34404,1,1,34511,,,厦门市思明区大学路146号一楼,,海峡两岸（厦门思明世跃中医诊所),线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.088533,24.438121
17458,1,1,19697,,,思明区上古街10号,,第一医院门急诊静配,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.088899,24.45085
17457,1,1,19698,,,思明区上古街10号,,第一医院病区药房 ,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.088899,24.45085
20839,1,1,23749,,,思明区龙虎山路558号,,厦门思明凯旋内科诊所,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.122508,24.436716
33563,1,1,31599,,,厦门市思明区大同路325号,,燕来福,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.081074,24.457528
33562,1,1,31600,,,厦门市思明区大同路325号,,仓库,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.081074,24.457528
33561,1,1,31601,,,厦门市思明区大同路325号,,海峡两岸,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.081074,24.457528
33729,1,1,31602,,,厦门市湖里区悦华路143号之一6楼,,仓库,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.109921,24.514402
19258,1,1,21862,,,思明区镇海路10号3号楼5楼,,手术室（股份）,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.081864,24.450523
19257,1,1,21863,,,思明区镇海路10号3号楼1楼,,门诊药房,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.081864,24.450523
33022,1,1,31640,,,福建厦门大学路172号 ,,住院部1楼收费处,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.09139,24.435486
33021,1,1,31641,,,厦大医院门诊楼三楼,,海峡两岸,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.093216,24.435411
33037,1,1,31682,,,厦门市思明区万寿路99号二层东侧之一1,,燕来福,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.108557,24.459137
33036,1,1,31683,,,厦门市思明区万寿路99号二层东侧之二,,仓库,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.108557,24.459137
33035,1,1,31684,,,厦门市思明区万寿路99号二层东侧之一1,,海峡两岸,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.108557,24.459137
33038,1,1,31685,,,"福建厦门文园路9号之9,文屏巷56-72号",,燕来福,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.104586,24.463641
21559,1,1,24509,,,厦门市思明区大学路146号一楼,,厦门思明世跃中医诊所,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.088533,24.438121
34046,1,1,34540,,,*厦门市思明区万寿路99号二层东侧之一1,,厦门市春草堂药店有限公司,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.108557,24.459137
34016,1,1,34542,,,龙虎南二里15号,,滨海社区药房,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.121872,24.435848
34217,1,1,34545,,,古城西路6号,,思明分院4楼护士站,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.08426,24.455598
34205,1,1,34546,,,古城西路6号,,思明分院药房,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.08426,24.455598
33997,1,1,34548,,,思明区镇海路10号,,厦门市妇幼保健院,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.0814,24.45019
33245,1,1,31707,,,新急诊大楼4楼,,特诊科,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.087673,24.450941
33234,1,1,31718,,,新急诊楼4楼,,干部特诊,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.087673,24.450941
33232,1,1,31720,,,新门诊楼B区7楼,,肿瘤中心,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.087673,24.450941
33230,1,1,31722,,,新急诊楼6楼,,心胸科,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.087673,24.450941
33229,1,1,31723,,,思明区上古街10号,,燕来福,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.088899,24.45085
33227,1,1,31725,,,"市一 儿科重症  2号楼3楼
",,市一 儿科重症  2号楼3楼 ,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.087673,24.450941
33226,1,1,31726,,,厦门市一 心内科门诊 门诊B区2楼,,心内科门诊,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.088664,24.456029
33223,1,1,31729,,,新增地址：病理科   1号楼3楼,,新增地址：病理科   1号楼3楼,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.087673,24.450941
33039,1,1,31733,,,思明区上古街10号,,海峡两岸,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.088899,24.45085
33258,1,1,31734,,,龙虎南二里15号,,燕来福,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.121872,24.435848
33210,1,1,31741,,,蜂巢山路3号,,燕来福,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.089044,24.442829
33518,1,1,31746,,,古城西路6号,,燕来福,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.08426,24.455598
33517,1,1,31747,,,思明分院门诊三楼五官科,,思明分院门诊三楼五官科,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.126342,24.496152
33377,1,1,31754,,,定安路60号,,燕来福,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.079323,24.453517
33376,1,1,31755,,,定安路60号,,海峡两岸,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.079323,24.453517
33724,1,1,31757,,,思明区镇海路10号2号楼7楼,,设备科,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.081554,24.450117
33461,1,1,31789,,,厦门市开元区虎园路17-19号,,燕来福,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.093064,24.452639
33403,1,1,31792,,,厦大学生公寓,,燕来福,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.115547,24.437057
33521,1,1,31808,,,思明镇海路103号、105号,,燕来福,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.08764,24.45219
33386,1,1,31810,,,厦门市思明区万寿路72号之三,,药房,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.105358,24.45937
33311,1,1,31812,,,思明区大同路409号,,燕来福,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.08299,24.458195
33342,1,1,31862,,,禾祥东3楼,,禾祥东骨伤科,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.099655,24.469593
33354,1,1,31869,,,厦门市中医院,,禾祥门诊中药房,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.140889,24.500645
33448,1,1,31879,,,思明区文园路11-1.2号,,燕来福,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.103927,24.46459
33447,1,1,31880,,,思明区文园路11-1.2号,,海峡两岸,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.103927,24.46459
24995,1,1,30509,,,古城西路6号,,厦门大学附属第一医院思明分院,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.08426,24.455598
34045,1,1,34334,,,厦门市思明区万寿路99号二层东侧之一1,,（燕来福）厦门市春草堂药店有限公司,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.108557,24.459137
34044,1,1,34335,,,厦门市思明区万寿路99号二层东侧之二,,仓库,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.108557,24.459137
34283,1,1,34351,,,新急诊楼4楼,,干部特诊,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.087673,24.450941
34286,1,1,34353,,,新门诊楼B区7楼,,肿瘤中心,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.087673,24.450941
34285,1,1,34356,,,新急诊楼6楼,,心胸科,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.087673,24.450941
34347,1,1,34358,,,思明区上古街10号,,(燕来福)厦门大学附属第一医院,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.088899,24.45085
34328,1,1,34361,,,"市一 儿科重症  2号楼3楼
",,市一 儿科重症  2号楼3楼 ,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.087673,24.450941
34259,1,1,34362,,,厦门市一 心内科门诊 门诊B区2楼,,心内科门诊,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.088664,24.456029
34346,1,1,34365,,,新增地址：病理科   1号楼3楼,,新增地址：病理科   1号楼3楼,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.087673,24.450941
34284,1,1,34368,,,"市一  泌尿门诊  门诊A区三楼
",,"市一  泌尿门诊  门诊A区三楼
",线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.087673,24.450941
34017,1,1,34373,,,龙虎南二里15号,,(燕来福)厦门市思明区滨海街道社区卫生服务中心,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.121872,24.435848
34424,1,1,34378,,,蜂巢山路3号,,(燕来福)厦门市思明区厦港街道社区卫生服务中心,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.089044,24.442829
34207,1,1,34382,,,福建厦门古城西路9号 ,,6楼妇产科,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.08415,24.455109
34213,1,1,34385,,,古城西路6号,,(燕来福)厦门大学附属第一医院思明分院,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.08426,24.455598
34196,1,1,34386,,,思明分院门诊三楼五官科,,思明分院门诊三楼五官科,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.126342,24.496152
34203,1,1,34387,,,思明分院 注射室 门诊1楼 ,,"思明分院 注射室 门诊1楼
",线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.126342,24.496152
34415,1,1,34394,,,定安路60号,,(燕来福)厦门市思明区中华街道社区卫生服务中心,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.079323,24.453517
34000,1,1,34399,,,思明区镇海路10号2号楼8楼,,冷库,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.081554,24.450117
33994,1,1,34400,,,思明区镇海路10号1号楼1楼,,儿科药房,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.080935,24.449766
33999,1,1,34401,,,思明区镇海路10号3号楼7楼,,新生儿科,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.081864,24.450523
33993,1,1,34402,,,思明区镇海路10号2号楼7楼,,设备科,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.081554,24.450117
19272,1,1,21902,,,厦门市思明区文园路32号,,文园路分店,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.103402,24.464349
33453,1,1,31890,,,思明区海景新村底层1-8号店面及203、204室,,燕来福,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.081769,24.450764
33452,1,1,31891,,,思明区阳台路3号C幢中，左单元一、二层店面,,燕来福,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.082658,24.445567
33451,1,1,31892,,,思明区阳台路3号C幢中，左单元一、二层店面,,股份中药材,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.082658,24.445567
33450,1,1,31893,,,思明区阳台路3号C幢中，左单元一、二层店面,,海峡两岸,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.082658,24.445567
33414,1,1,31895,,,福建厦门文屏路3号汇丰家园116号,,燕来福,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.105905,24.465041
33423,1,1,31905,,,思明区万寿路35号之一,,燕来福,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.105014,24.460015
33422,1,1,31906,,,思明区万寿路35号之一,,海峡两岸,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.105014,24.460015
33275,1,1,31924,,,厦门市思明区白鹿路22号,,卫生所,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.089808,24.452604
33217,1,1,31925,,,厦门思明区文园路94-96号,,燕来福,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.095752,24.458999
24542,1,1,30010,,,思明区镇海路10号3号楼7楼,,新生儿科,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.081864,24.450523
34245,1,1,33957,,,思明区上古街10号,,第一医院病区药房,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.088899,24.45085
34297,1,1,33958,,,思明区上古街10号,,第一医院麻醉手术科,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.088899,24.45085
34293,1,1,33959,,,思明区上古街10号,,第一医院门急诊楼静配,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.088899,24.45085
34361,1,1,33960,,,思明区上古街10号,,第一医院门诊药房,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.088899,24.45085
34267,1,1,33961,,,思明区上古街10号,,第一医院药库,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.088899,24.45085
34322,1,1,33962,,,思明区上古街10号,,第一医院制剂楼静配,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.088899,24.45085
34252,1,1,33964,,,新急诊大楼4楼,,特诊科,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.087673,24.450941
34311,1,1,33965,,,"福建厦门思明区镇海路55号
",,"厦门市第一医院	仓库
",线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.088084,24.45099
34294,1,1,33967,,,"福建厦门思明区镇海路55号
",,"厦门市第一医院	供应室
",线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.088084,24.45099
34359,1,1,33973,,,新急诊大楼10楼,,内分泌科,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.087673,24.450941
34272,1,1,33974,,,湖里安岭路1002号3楼,,湖里公司,线路1,1,1,1,汽运,汽运,26,JHQ1,集货区1,1,,,厦门物流中心,,118.162127,24.528892
