ROUTEID,TRANSID,INCEPTADDR,SENDPOS,location,Index
2.0,2242382.0,厦门市思明区禾祥西路268-1号,（燕来福）厦门思明和祥门诊部有限公司,"118.0954,24.467321",3080
2.0,2242385.0,厦门市湖滨北路101号商业银行大厦,（燕来福）厦门银行股份有限公司,"118.099411,24.482253",3081
2.0,2242396.0,湖滨中路9号交通银行大厦,（燕来福）交通银行股份有限公司厦门分行 ,"118.103067,24.468126",3082
2.0,2242411.0,思明区禾祥西路23号S1室之三、S1室二层之二、之三,（燕来福）厦门思明华福门诊部,"118.08405,24.464539",3083
2.0,2239271.0,厦门市思明区后滨路10号之十五,厦门市思明区后滨路10号之十五,"118.098,24.468709",3084
2.0,2241977.0,厦门市思明区故宫路117号一层、夹层,（燕来福）厦门思明元明堂门诊部,"118.082586,24.464754",3085
2.0,2241996.0,厦门市思明区湖滨南路98号之三单元第一层之一、夹层之一、第二层之一,（燕来福）厦门思明瑞来春第三中医门诊部,"118.09358,24.469114",3086
2.0,2240826.0,思明区思明北路112号、108号,思明区思明北路112号、108号,"118.079609,24.458424",3087
2.0,2242437.0,厦门市思明区湖滨南路98号之三单元第一层之一、夹层之一、第二层之一,厦门思明瑞来春第三中医门诊部有限公司,"118.09358,24.469114",3088
2.0,2242439.0,厦门市思明区斗西路209号电控大厦101室之二(一层及夹层),燕来福（厦门思明德丰堂斗西门诊部）,"118.08576,24.463643",3089
2.0,2242451.0,厦门思明区湖滨南路2号之三单元,燕来福（厦门思明华医馆第二中医门诊部）,"118.079232,24.464846",3090
2.0,2243016.0,厦门市思明区厦禾路336号眼科中心二号楼2楼采购部,厦禾2楼采购室,"118.081266,24.459847",3091
2.0,2238254.0,厦门市集美区杏林董任西二路600号A栋一楼A单元,厦门市集美区杏林董任西二路600号A栋一楼A单元,"118.039805,24.5791",3092
2.0,2242059.0,厦门市思明区厦禾路509号130单元之二,（燕来福）厦门邦德堂药房有限公司,"118.0897,24.462656",3093
2.0,2238552.0,湖里区湖里街道海山路2号之10,湖里区湖里街道海山路2号之10,"118.079779,24.482575",3094
2.0,2239341.0,厦门市湖里区金鼎里25号,厦门市湖里区金鼎里25号,"118.082069,24.487159",3095
2.0,2239405.0,厦门市思明区后滨路10-112号,厦门市思明区后滨路10-112号,"118.098008,24.46874",3096
2.0,2242078.0,厦门市思明区厦禾路265号103单元之一,（燕来福）厦门思明立和第二中医门诊部有限公司,"118.08094,24.460727",3097
2.0,2242086.0,厦门市思明区厦禾路338号906室,（燕来福）厦门新开元医院有限公司,"118.081266,24.459993",3098
2.0,2495479.0,鹭江分部,鹭江分部,"113.311155,23.088719",3099
2.0,2494737.0,,护理部,"114.722944,41.142976",3100
2.0,2503915.0,4号楼3楼,妇产科,"118.09731,24.471972",3101
2.0,2246581.0,斗西6楼修复工艺室,斗西6楼修复工艺室,"115.806465,36.460773",3102
2.0,2297047.0,2号楼1楼,肿瘤内科,"113.302125,22.646302",3103
2.0,2360218.0,1号楼3楼,体外碎石室,"113.747208,23.106467",3104
2.0,2360812.0,5号楼4楼,心内科,"106.856417,37.63306",3105
2.0,2400903.0,门诊西药房,门诊西药房,"101.734916,26.499422",3106
2.0,2270138.0,输液库,输液库,"118.827046,31.895924",3107
2.0,2443709.0,思明区白鹤山路3-3号,605,"118.095382,24.462067",3108
2.0,2246646.0,福建省厦门市思明区厦门市思明区鹭江道99号真浩阁25E,福建省厦门市思明区厦门市思明区鹭江道99号真浩阁25E,"118.074615,24.46617",3109
2.0,2246653.0,福建省厦门思明鹭江道99号,福建省厦门思明鹭江道99号,"118.074372,24.466046",3110
2.0,2550488.0,门诊21楼麻醉科,门诊21楼麻醉科,"123.797646,41.283916",3111
2.0,2559836.0,厦门市思明区厦禾路571号之28,厦门思明至善齿研口腔诊所,"118.09057,24.462894",3112
2.0,2593299.0,厦门市思明区斗西路203-109号,厦门思明欣齿贝口腔诊所,"118.085461,24.462398",3113
2.0,2923578.0,门诊1楼,客户服务中心,"123.797646,41.283916",3114
2.0,2681574.0,5号楼4楼,CCU,"106.856417,37.63306",3115
2.0,2563285.0,厦门市湖里区金鼎里25号,厦门市湖里区金鼎里25号,"118.082069,24.487159",3116
2.0,3113773.0,5号楼 7楼,心血管外科,"106.856417,37.63306",3117
2.0,3117746.0,厦门市思明区故宫路101号第一层02单元、第二层,厦门思明片仔癀宏仁禾祥中医门诊部,"118.08296,24.463521",3118
2.0,3136142.0,5号楼7楼,嗓音科,"106.856417,37.63306",3119
2.0,3154069.0,厦门市思明区后滨路10-112号,厦门市永裕康医药有限公司,"118.098008,24.46874",3120
2.0,3172909.0,思明区白鹤山路3-3号,411室,"118.095382,24.462067",3121
2.0,3184778.0,5号楼2楼,急诊科,"106.856417,37.63306",3122
2.0,3011619.0,厦门市思明区厦禾路509号130单元之二,厦门邦德堂药房有限公司,"118.0897,24.462656",3123
2.0,2785782.0,厦门市思明区筼筜路1-123号102室,厦门市思明区高扬西缇诊所,"118.080394,24.476122",3124
2.0,2792794.0,湖里区湖里街道海山路2号之10,厦门湖里惠燕西医内科诊所,"118.079779,24.482575",3125
2.0,3061714.0,厦门市思明区故宫路101号第一层02单元,（燕来福）厦门思明片仔癀宏仁禾祥中医门诊部有限公司,"118.08296,24.463521",3126
2.0,3291275.0,厦门市思明区鹭江道2号1201室、1202室、1203室、1209B室,厦门思明丽芙医疗美容诊所,"118.080198,24.449375",3127
2.0,3322477.0,厦门市思明区厦禾路276号一层及一层夹层，278号之一,厦门思明康福口腔门诊部,"118.079219,24.459582",3128
1.0,361.0,思明区曾厝垵村曾厝垵社369号底层店面之二---之五,厦门思明素英西医内科诊所,"118.124301,24.427621",3129
1.0,375.0,思明区大同路26号,厦门思明云钦宏沅膛口腔科诊所,"118.075012,24.455351",3130
1.0,378.0,思明区镇海路56号,厦门思明镇海门诊部,"118.086257,24.451967",3131
1.0,392.0, 大中路23号,厦门外贸医药保健品经营部,"111.315696,23.474356",3132
1.0,415.0,思明区新华路54号,厦门纵横集团置业有限公司卫生所,"118.08496,24.456421",3133
1.0,434.0,174医院对面,国大连锁文园店,"118.095116,24.458851",3134
1.0,435.0,第一医院旁,国大连锁新特店,"115.105886,35.765017",3135
1.0,128.0,新华路85号B室(商场)之一,厦门千方特稀药房有限公司,"105.909123,36.972265",3136
1.0,131.0,思明南路411，大生里店,厦门施普康药业有限公司,"118.084968,24.446523",3137
1.0,134.0,*厦门市万寿路29号夹层A室的东侧及31号半地下层,厦门市春草堂药店有限公司,"118.104473,24.46025",3138
1.0,135.0,厦门市思明区白鹿路5号之1二楼 ,厦门市慈善门诊部,"118.08822,24.449375",3139
1.0,142.0,厦门市思明区文园路30号,厦门市东南医药有限公司(文园分店),"118.10318,24.464266",3140
1.0,143.0,思明区镇海路10号,厦门市妇幼保健院,"118.0814,24.45019",3141
1.0,145.0,田尾路18号,厦门市鼓浪屿干部疗养院,"118.07055,24.440339",3142
1.0,340.0,思明区曾厝垵名仕俱乐部72号,厦门思明海峡医疗美容门诊部(股份厦门),"118.11144,24.42982",3143
1.0,343.0,思明区文屏路3号汇丰家园116号一、二层及117号二层,厦门思明汇丰门诊部,"118.105905,24.465041",3144
1.0,347.0,*厦门市思明区民族路47号第四栋301室,厦门思明金桥门诊部,"118.08345,24.4446",3145
1.0,497.0,寿山路4号,海军厦门离职干部休养所,"103.145467,24.91539",3146
1.0,498.0,厦门市镇海路23号,海军厦门水警区医院,"118.081494,24.449427",3147
1.0,499.0,厦门市镇海路23号,海军厦门水警区医院1,"118.081494,24.449427",3148
1.0,525.0,厦门市思明区虎园路1号,警备区机关门诊部,"118.092633,24.453936",3149
1.0,529.0,厦门市文园路94—96号,174医院门诊药房,"118.095752,24.458999",3150
1.0,530.0,厦门市文园路94—96号,174医院生殖中心,"118.095752,24.458999",3151
1.0,531.0,厦门市文园路94—96号,174医院药库,"118.095752,24.458999",3152
1.0,532.0,厦门市文园路94—96号,174医院中心药房,"118.095752,24.458999",3153
1.0,535.0,大同路325号,厦门安泰堂药局有限公司,"117.654876,24.517279",3154
1.0,537.0,厦门市思明区镇海路75号,厦门博惠药房有限公司,"118.087966,24.45285",3155
1.0,556.0,文屏路6号,梧村社区药房,"118.105467,24.465604",3156
1.0,558.0,大学路172号,厦门大学医院药库,"104.18771,30.824296",3157
1.0,559.0,大学路172号,厦门大学医院肿瘤科,"104.18771,30.824296",3158
1.0,610.0,思明区上古街10号,第一医院病区药房,"118.088899,24.45085",3159
1.0,611.0,思明区上古街10号,第一医院麻醉手术科,"118.088899,24.45085",3160
1.0,612.0,思明区上古街10号,第一医院门急诊楼静配,"118.088899,24.45085",3161
1.0,613.0,思明区上古街10号,第一医院门诊药房,"118.088899,24.45085",3162
1.0,614.0,思明区上古街10号,第一医院药库,"118.088899,24.45085",3163
1.0,615.0,思明区上古街10号,第一医院制剂楼静配,"118.088899,24.45085",3164
1.0,616.0,思明区龙虎山路490号116-129,滨海社区药房,"118.122141,24.435002",3165
1.0,617.0,福建路60号,第一医院鼓浪屿分院,"94.356572,29.660878",3166
1.0,618.0,福建路60号,鼓浪屿社区药房,"94.356572,29.660878",3167
1.0,619.0,蜂巢山路3号,厦港社区药房,"118.089044,24.442829",3168
1.0,620.0,古城西路6号,思明分院4楼护士站,"118.08426,24.455598",3169
1.0,621.0,古城西路6号,思明分院药房,"118.08426,24.455598",3170
1.0,622.0,厦门市思明区思明西路51号（南中广场局口街侧二楼）,中华社区药房,"118.078965,24.454712",3171
1.0,681.0,厦门市开元区虎园路17-19号,家保药房,"118.093064,24.452639",3172
1.0,684.0,厦大学生公寓,厦门市聚康源药房,"118.115547,24.437057",3173
1.0,695.0,思明区镇海路85号,厦门百信新特药业有限公司（股份厦门）,"118.087809,24.452688",3174
1.0,696.0,文屏路81-5之1店面,厦门市思明区宝德堂药店,"118.115732,24.458579",3175
1.0,723.0,镇海路56号镇海大厦8号店面,厦门市思明区金泰药店,"121.598793,29.965185",3176
1.0,726.0,龙虎山路606号,厦门市思明区康源药店,"118.122224,24.437531",3177
1.0,734.0,思明区大学路160号之十三,厦门市思明区平益林药店,"118.089283,24.438148",3178
1.0,738.0,镇海路103号，105号,厦门市思明区盛德本草大药房,"118.08764,24.45219",3179
1.0,745.0,深田路2号之一,厦门市思明区万佳宁药店,"118.094734,24.457803",3180
1.0,746.0,厦门市思明区虎园路13号之一,厦门市思明区万全堂药局,"118.09041,24.456013",3181
1.0,750.0,厦门市市妇幼保健院对面,厦门欣万全堂药业有限公司（股份厦门）,"118.081816,24.450362",3182
1.0,752.0,厦门大学校园内芙蓉6一楼,厦门市思明区鑫仁济药店,"118.095414,24.436803",3183
1.0,768.0,*思明区镇海路35号101店,厦门市思明区镇宁药店,"118.086261,24.451131",3184
1.0,770.0,思明区大同路409号,厦门天济医院,"118.08299,24.458195",3185
1.0,1225.0,鼓浪屿海底世界,海底世界,"118.066231,24.446318",3186
1.0,1231.0,思明区新华路,厦门市公安局医务室,"118.084632,24.456739",3187
1.0,1232.0,思明区同安路,厦门市卫生局,"118.089318,24.454519",3188
1.0,1237.0,大学路172号,厦门大学医院门诊药房,"104.18771,30.824296",3189
1.0,1239.0,大学路172号,厦门大学医院漳州校区,"104.18771,30.824296",3190
1.0,1241.0,厦门市镇海路23号,海军厦门水警区医院,"118.081494,24.449427",3191
1.0,1321.0,大学路172号,厦门大学医院中心药房,"104.18771,30.824296",3192
1.0,896.0,同安路2号天鹭大厦B幢5F,厦门市卫生局,"118.089179,24.453252",3193
1.0,1029.0,厦门市思明区文园路11-1、2号,厦门思明德丰堂门诊部有限公司,"118.103927,24.46459",3194
1.0,1035.0,思明区海景新村底层1-8号店面及203、204室,厦门思明定安门诊部,"118.081769,24.450764",3195
1.0,1036.0,*思明区阳台路3号C幢中，左单元一、二层店面,厦门思明东方门诊部有限公司,"118.082658,24.445567",3196
1.0,1066.0,厦门市思明区曾厝垵西边社,武警厦门疗养院,"118.112879,24.432891",3197
1.0,1075.0,新华路85号B室(商场)之一,漳州市芗城区千方药房有限公司,"105.909123,36.972265",3198
1.0,1080.0,思明区鹭江道98号21层2112室,中国建设银行股份有限公司厦门市分行医务室,"118.072888,24.457276",3199
1.0,1082.0,厦门市思明区白鹿路22号,中国人民解放军福建省军区厦门第一离职干部休养所,"118.089808,24.452604",3200
1.0,1083.0,大学路176号22号楼二楼,中国人民解放军73111部队厦门第三干休所,"112.441176,34.600542",3201
1.0,1084.0,厦门市大学路176号,中国人民解放军73111部队厦门第一干休所卫生所,"118.09325,24.434732",3202
1.0,1089.0,万寿路,中国人民解放军73885部队卫生所,"109.014272,34.268155",3203
1.0,1090.0,厦门市文园路94—96号,73集团军医院门诊药房,"118.095752,24.458999",3204
1.0,1091.0,厦门市文园路94—96号,73集团军医院生殖中心,"118.095752,24.458999",3205
1.0,1092.0,厦门市文园路94—96号,73集团军医院药库,"118.095752,24.458999",3206
1.0,1093.0,厦门市文园路94—96号,73集团军医院中心药房,"118.095752,24.458999",3207
1.0,1094.0,*万寿路1号之7,厦门市思明区宏仁堂药店,"101.54676,25.31757",3208
1.0,1007.0,厦门市思明区镇海路87号,厦门市颐安大药房有限公司,"118.087769,24.452658",3209
1.0,1016.0,湖东路41号,中医院禾祥东药房,"107.441607,30.471746",3210
1.0,457.0,思明区海后路40-42号,福建省厦门轮船有限公司卫生所,"118.074011,24.455139",3211
1.0,1432.0,万寿路29号之一102室,好又惠万寿分店,"101.547606,25.313916",3212
1.0,1782.0,福建路60号,鼓浪屿社区康复科,"94.356572,29.660878",3213
1.0,1801.0,"福建厦门古城西路9号
",厦门市第一医院思明分院1号楼4楼内科科 ,"118.08415,24.455109",3214
1.0,1802.0,"福建厦门古城西路9号
","厦门市第一医院思明分院供应室
","118.08415,24.455109",3215
1.0,1903.0,思明区镇海路10号3号楼8楼,市妇幼产房,"118.081864,24.450523",3216
1.0,1905.0,思明区镇海路10号3号楼1、-1楼,市妇幼药库,"118.081864,24.450523",3217
1.0,1942.0,厦门公园南路107号,厦门市公安局医务室,"118.087564,24.456651",3218
1.0,1954.0,"文园路11-1号之十六
",厦门市华益康保健品有限公司 ,"113.524854,23.86707",3219
1.0,1959.0,思明区文屏路6号,梧村社区,"118.105467,24.465604",3220
1.0,1962.0,"文园路11-1号之十六
","厦门市华益康保健品有限公司
","113.524854,23.86707",3221
1.0,1972.0,厦门龙虎山路11号,科技中学医务室,"118.118389,24.430122",3222
1.0,1982.0,文灶城书范园一楼汇文路51-59号,文灶城书范园一楼汇文路51-59号,"118.105915,24.467443",3223
1.0,2019.0,湖东路41号,中医院禾祥东针灸科,"107.441607,30.471746",3224
1.0,2034.0,厦门思明区文园路94-96号,73集团军医院供应室,"118.095752,24.458999",3225
1.0,1362.0,厦门市文园路94—96号,73集团军医院输液库,"118.095752,24.458999",3226
1.0,1541.0,厦门市思明区龙虎山路558号,厦门思明英固诊所,"118.122508,24.436716",3227
1.0,1791.0,"福建厦门大学路172号
","厦门大学医院住院部6楼手术室
","118.09139,24.435486",3228
1.0,1792.0,"福建厦门大学路172号
","厦门大学医院住院部5楼内科
","118.09139,24.435486",3229
1.0,1793.0,"福建厦门大学路172号
","厦门大学医院住院部4楼外科
","118.09139,24.435486",3230
1.0,1831.0,思明区大同路409号,天济医院,"118.08299,24.458195",3231
1.0,1832.0,"福建厦门思明区镇海路55号
","厦门市第一医院	仓库
","118.088084,24.45099",3232
1.0,1834.0,1号楼4楼,手术室1号,"113.747208,23.106467",3233
1.0,1837.0,思明区万寿路35号之一,思明阳台山门诊部,"118.105014,24.460015",3234
1.0,1839.0,"福建厦门思明区镇海路55号
","厦门市第一医院	供应室
","118.088084,24.45099",3235
1.0,1873.0,"福建厦门文园路9号之9,文屏巷56-72号",药房,"118.104586,24.463641",3236
1.0,2057.0,"厦门市鼓浪屿龙头路2号
","厦门海底世界有限公司
","118.071246,24.446142",3237
1.0,2069.0,中医院禾祥东,骨科,"118.099655,24.469593",3238
1.0,2070.0,湖东路41号,中医院禾祥东儿科,"107.441607,30.471746",3239
1.0,2080.0,中医院禾祥东,推拿科,"118.099655,24.469593",3240
1.0,2081.0,湖东路41号,中医院禾祥东检验科,"107.441607,30.471746",3241
1.0,2105.0,中医院禾祥东,禾祥东专家门诊,"118.099655,24.469593",3242
1.0,2107.0,厦门思明区文园路94-96号,73集团军医院设备科,"118.095752,24.458999",3243
1.0,2121.0,厦门市思明区镇海路103--105镇海花园,厦门市思明区李盛德康复保健药品店,"118.087719,24.452511",3244
1.0,2179.0,174医院对面,国大连锁文园店,"118.095116,24.458851",3245
1.0,759.0,永福宫12号,厦门市思明区益同康药店,"109.978836,24.983033",3246
1.0,760.0,思明区百家村58号之一15号店面2036755,厦门市思明区益忠药店,"118.09398,24.458278",3247
1.0,763.0,*厦门市思明区万寿路72号之三,厦门市思明区予康缘药房,"118.105358,24.45937",3248
1.0,1406.0,*思明区镇海路39号-1B单元（第一医院门口）,健康八五镇海店,"118.086677,24.451707",3249
1.0,1427.0,思明区大同路思东商厦284-286号,好又惠定安分店,"118.080476,24.456992",3250
1.0,2202.0,思明区海后路40-42号,福建省厦门轮船有限公司卫生所,"118.074011,24.455139",3251
1.0,2244.0,寿山路4号,海军厦门离职干部休养所,"103.145467,24.91539",3252
1.0,2245.0,厦门市镇海路23号,海军厦门水警区医院,"118.081494,24.449427",3253
1.0,2282.0,虎园路,警备区机关门诊部,"118.091995,24.449831",3254
1.0,2291.0,厦门市文园路94—96号,174医院门诊药房,"118.095752,24.458999",3255
1.0,2292.0,厦门市文园路94—96号,174医院生殖中心,"118.095752,24.458999",3256
1.0,2293.0,厦门市文园路94—96号,174医院药库,"118.095752,24.458999",3257
1.0,2294.0,厦门市文园路94—96号,174医院中心药房,"118.095752,24.458999",3258
1.0,2295.0,厦门市文园路94—96号,174医院输液库,"118.095752,24.458999",3259
1.0,2316.0,思明区厦禾路509号2楼,厦工服务有限公司(卫生所),"118.089964,24.462923",3260
1.0,2319.0,大同路325号,厦门安泰堂药局有限公司,"117.654876,24.517279",3261
1.0,2321.0,厦门市思明区镇海路75号,厦门博惠药房有限公司,"118.087966,24.45285",3262
1.0,1363.0,厦门市文园路94—96号,174医院输液库,"118.095752,24.458999",3263
1.0,1787.0,"福建厦门大学路172号
","厦门大学医院住院部1楼供应室
","118.09139,24.435486",3264
1.0,1794.0,福建厦门大学路172号 ,"厦门大学医院住院部1楼药房
","118.09139,24.435486",3265
1.0,1797.0,"福建厦门古城西路9号
",厦门市第一医院思明分院3号楼住院部12楼仓库,"118.08415,24.455109",3266
1.0,1798.0,"福建厦门古城西路9号
","厦门市第一医院思明分院2号楼5楼美容科
","118.08415,24.455109",3267
1.0,1799.0,福建厦门古城西路6号 ,厦门市第一医院思明分院1号楼3楼皮肤科,"118.08426,24.455598",3268
1.0,1803.0,"福建厦门古城西路9号
",厦门市第一医院思明分院住院部7楼妇产科,"118.08415,24.455109",3269
1.0,1804.0,福建厦门古城西路9号 ,厦门市第一医院思明分院	住院部8楼产科 ,"118.08415,24.455109",3270
1.0,1805.0,"福建厦门古城西路9号
","厦门市第一医院思明分院	住院部9楼手术室
","118.08415,24.455109",3271
1.0,1809.0,思明区镇海路10号1号楼5楼,市妇幼供应室,"118.080935,24.449766",3272
1.0,1810.0,福建厦门思明区镇海路11号 2号楼3楼,市妇幼仓库,"118.08743,24.453174",3273
1.0,1818.0,福建厦门环岛路曾厝安,武警疗养院,"118.150116,24.536575",3274
1.0,1836.0,福建厦门文屏路3号汇丰家园116号,思明汇丰门诊部,"118.105905,24.465041",3275
1.0,1840.0,思明区镇海路56号,思明镇海门诊部,"118.086257,24.451967",3276
1.0,2826.0,厦门市开元区虎园路17-19号,家保药房,"118.093064,24.452639",3277
1.0,2834.0,*思明区虎园路13号之一A单元,健康八五虎园路店（二十店）,"118.09041,24.456013",3278
1.0,2835.0,*思明区镇海路39号-1B单元（第一医院门口）,健康八五镇海店,"118.086677,24.451707",3279
1.0,2850.0,厦大学生公寓,厦门市聚康源药房,"118.115547,24.437057",3280
1.0,2881.0,思明区大同路思东商厦284-286号,好又惠定安分店,"118.080476,24.456992",3281
1.0,2886.0,万寿路29号之一102室,好又惠万寿分店,"101.547606,25.313916",3282
1.0,2895.0,思明区镇海路85号,厦门市思明区百信新特大药房,"118.087809,24.452688",3283
1.0,2896.0,文屏路81-5之1店面,厦门市思明区宝德堂药店,"118.115732,24.458579",3284
1.0,2928.0,镇海路56号镇海大厦8号店面,厦门市思明区金泰药店,"121.598793,29.965185",3285
1.0,2931.0,龙虎山路606号,厦门市思明区康源药店,"118.122224,24.437531",3286
1.0,2932.0,厦门市思明区镇海路103--105镇海花园,厦门市思明区李盛德康复保健药品店,"118.087719,24.452511",3287
1.0,2941.0,思明区大学路160号之十三,厦门市思明区平益林药店,"118.089283,24.438148",3288
1.0,2945.0,镇海路103号，105号,厦门市思明区盛德本草大药房,"118.08764,24.45219",3289
1.0,2952.0,深田路2号之一,厦门市思明区万佳宁药店,"118.094734,24.457803",3290
1.0,2953.0,厦门市思明区虎园路13号之一,厦门市思明区万全堂药局,"118.09041,24.456013",3291
1.0,2957.0,厦门市市妇幼保健院对面,厦门市思明区欣万全堂药局,"118.081816,24.450362",3292
1.0,2959.0,厦门大学校园内芙蓉6一楼,厦门市思明区鑫仁济药店,"118.095414,24.436803",3293
1.0,2966.0,永福宫左边之一,厦门市思明区益同康药店,"109.978836,24.983033",3294
1.0,2967.0,思明区百家村58号之一15号店面2036755,厦门市思明区益忠药店,"118.09398,24.458278",3295
1.0,2975.0,*思明区镇海路35号101店,厦门市思明区镇宁药店,"118.086261,24.451131",3296
1.0,2977.0,思明区大同路409号,厦门市天济医院,"118.08299,24.458195",3297
1.0,2978.0,思明区大同路409号,天济医院,"118.08299,24.458195",3298
1.0,2373.0,后滨路1号,筼筜振兴点药房,"118.098687,24.465029",3299
1.0,2378.0,湖滨东路102号 ,梧村社区药房（旧地址）,"117.223345,37.73103",3300
1.0,2380.0,大学路172号,厦门大学医院药库,"104.18771,30.824296",3301
1.0,2381.0,大学路172号,厦门大学医院肿瘤科,"104.18771,30.824296",3302
1.0,2382.0,大学路172号,厦门大学医院门诊药房,"104.18771,30.824296",3303
1.0,2383.0,大学路172号,厦门大学医院漳州校区,"104.18771,30.824296",3304
1.0,2384.0,大学路172号,厦门大学医院中心药房,"104.18771,30.824296",3305
1.0,2385.0,"福建厦门大学路172号
",厦门大学医院住院部1楼供应室 ,"118.09139,24.435486",3306
1.0,2386.0,"福建厦门大学路172号
","厦门大学医院住院部6楼手术室
","118.09139,24.435486",3307
1.0,2387.0,"福建厦门大学路172号
","厦门大学医院住院部5楼内科
","118.09139,24.435486",3308
1.0,2388.0,"福建厦门大学路172号
",厦门大学医院住院部4楼外科 ,"118.09139,24.435486",3309
1.0,2389.0,福建厦门大学路172号 ,厦门大学医院住院部1楼药房 ,"118.09139,24.435486",3310
1.0,2523.0,新华路85号B室(商场)之一,厦门千方特稀药房有限公司,"105.909123,36.972265",3311
1.0,2526.0,*思明南路411，大生里店,厦门施普康药业有限公司,"118.084968,24.446523",3312
1.0,2531.0,*厦门市思明区万寿路99号二层东侧之一1,厦门市春草堂药店有限公司,"118.108557,24.459137",3313
1.0,2532.0,思明区文园路九号之九之十一,厦门市慈善门诊部,"118.104485,24.464662",3314
1.0,2533.0,"福建厦门文园路9号之9,文屏巷56-72号",药房,"118.104586,24.463641",3315
1.0,2553.0,思明区上古街10号,第一医院病区药房,"118.088899,24.45085",3316
1.0,2554.0,思明区上古街10号,第一医院麻醉手术科,"118.088899,24.45085",3317
1.0,2555.0,思明区上古街10号,第一医院门急诊楼静配,"118.088899,24.45085",3318
1.0,2556.0,思明区上古街10号,第一医院门诊药房,"118.088899,24.45085",3319
1.0,2557.0,思明区上古街10号,第一医院药库,"118.088899,24.45085",3320
1.0,2558.0,思明区上古街10号,第一医院制剂楼静配,"118.088899,24.45085",3321
1.0,2559.0,福建厦门思明区镇海路55号 ,仓库 ,"118.088084,24.45099",3322
1.0,2560.0,一号楼4楼,手术室1号,"113.060763,23.220581",3323
1.0,2561.0,综合楼1楼,供应室 ,"113.302125,22.646302",3324
1.0,2562.0,龙虎南二里15号,滨海社区药房,"118.121872,24.435848",3325
1.0,2563.0,福建路60号,第一医院鼓浪屿分院,"94.356572,29.660878",3326
1.0,2564.0,福建路60号,鼓浪屿社区药房,"94.356572,29.660878",3327
1.0,2565.0,福建路60号,鼓浪屿社区康复科,"94.356572,29.660878",3328
1.0,2568.0,蜂巢山路3号,厦港社区药房,"118.089044,24.442829",3329
1.0,2569.0,古城西路6号,思明分院4楼护士站,"118.08426,24.455598",3330
1.0,2570.0,古城西路6号,思明分院药房,"118.08426,24.455598",3331
1.0,2571.0,"福建厦门古城西路9号
",3号楼住院部12楼仓库,"118.08415,24.455109",3332
1.0,2572.0,"福建厦门古城西路9号
",2号楼5楼美容科 ,"118.08415,24.455109",3333
1.0,2573.0,"福建厦门古城西路9号
",1号楼6楼皮肤科,"118.08415,24.455109",3334
1.0,2574.0,"福建厦门古城西路9号
",1号楼4楼内科科 ,"118.08415,24.455109",3335
1.0,2575.0,七号楼一楼,供应室 ,"113.810836,22.760011",3336
1.0,2576.0,"福建厦门古城西路9号
",住院部7楼妇产科,"118.08415,24.455109",3337
1.0,2577.0,福建厦门古城西路9号 ,住院部8楼产房,"118.08415,24.455109",3338
1.0,2578.0,"福建厦门古城西路9号
",住院部9楼手术室 ,"118.08415,24.455109",3339
1.0,2582.0,福建省厦门市思明区思明西路40-1-101号，南中广场5#电梯2楼,中华社区药房,"118.078934,24.454702",3340
1.0,2583.0,文园路56号,厦门市东南医药有限公司(文园分店),"118.101907,24.462681",3341
1.0,2586.0,思明区镇海路10号,厦门市妇幼保健院,"118.0814,24.45019",3342
1.0,2587.0,1号楼5楼,市妇幼供应室,"109.639698,30.541808",3343
1.0,2588.0,福建厦门思明区镇海路11号 2号楼3楼,市妇幼仓库,"118.08743,24.453174",3344
1.0,2589.0,3号楼8楼,市妇幼产房,"112.442806,34.602863",3345
1.0,2590.0,3号楼1、-1楼,市妇幼药库,"112.442806,34.602863",3346
1.0,2594.0,田尾路18号,厦门市鼓浪屿干部疗养院,"118.07055,24.440339",3347
1.0,3385.0,思明区文屏路3号汇丰家园116号一、二层及117号二层,厦门思明汇丰门诊部,"118.105905,24.465041",3348
1.0,3386.0,福建厦门文屏路3号汇丰家园116号,思明汇丰门诊部,"118.105905,24.465041",3349
1.0,3417.0,思明区万寿路35号之一,厦门思明阳台山门诊部,"118.105014,24.460015",3350
1.0,3418.0,思明区万寿路35号之一,思明阳台山门诊部,"118.105014,24.460015",3351
1.0,3424.0,思明区大同路26号,厦门思明云钦宏沅膛口腔科诊所,"118.075012,24.455351",3352
1.0,3429.0,思明区镇海路56号,厦门思明镇海门诊部,"118.086257,24.451967",3353
1.0,3430.0,思明区镇海路56号,思明镇海门诊部,"118.086257,24.451967",3354
1.0,3448.0, 大中路23号,厦门外贸医药保健品经营部,"111.315696,23.474356",3355
1.0,3482.0,思明区新华路54号,厦门纵横集团股份有限公司卫生所,"118.08496,24.456421",3356
1.0,3515.0,厦门市思明区曾厝垵西边社,武警厦门疗养院,"118.112879,24.432891",3357
1.0,3516.0,福建厦门环岛路曾厝安,武警疗养院,"118.150116,24.536575",3358
1.0,3525.0,新华路85号B室(商场)之一,漳州市芗城区千方药房有限公司,"105.909123,36.972265",3359
1.0,3530.0,思明区鹭江道98号21层2112室,中国建设银行股份有限公司厦门市分行医务室,"118.072888,24.457276",3360
1.0,3532.0,白鹿路22号,第二干休所药房,"112.338956,28.582607",3361
1.0,3534.0,厦门市大学路176号,中国人民解放军73111部队厦门第一干休所卫生所,"118.09325,24.434732",3362
